model,item_id,group_sha,polarity,kind,value
mistral-small-24b,g24a_fever_108201,862d663bdc,decrease,strong_exclude_post,11.649479668771118
mistral-small-24b,g24a_fever_108201,862d663bdc,decrease,counterfactual_delete_post,14.486988355014262
mistral-small-24b,g24a_fever_96603,7bc1d63c46,increase,base,84.0068723585694
mistral-small-24b,g24a_fever_96603,7bc1d63c46,increase,admit_post,74.59719142040358
mistral-small-24b,g24a_fever_96603,7bc1d63c46,increase,exclude_post,21.029883930303228
mistral-small-24b,g24a_fever_96603,7bc1d63c46,increase,strong_exclude_post,23.58846109767002
mistral-small-24b,g24a_fever_96603,7bc1d63c46,increase,counterfactual_delete_post,42.457477875133186
mistral-small-24b,g24a_fever_138355,7bc1d63c46,decrease,base,0.04941397977035083
mistral-small-24b,g24a_fever_138355,7bc1d63c46,decrease,admit_post,0.06325261071931147
mistral-small-24b,g24a_fever_138355,7bc1d63c46,decrease,exclude_post,0.048305018655249186
mistral-small-24b,g24a_fever_138355,7bc1d63c46,decrease,strong_exclude_post,0.0757059571967575
mistral-small-24b,g24a_fever_138355,7bc1d63c46,decrease,counterfactual_delete_post,4.614171307097051
mistral-small-24b,g24a_fever_19719,d90f0f36bc,increase,base,99.79828134546793
mistral-small-24b,g24a_fever_19719,d90f0f36bc,increase,admit_post,99.02840114553787
mistral-small-24b,g24a_fever_19719,d90f0f36bc,increase,exclude_post,98.65030988970103
mistral-small-24b,g24a_fever_19719,d90f0f36bc,increase,strong_exclude_post,83.77167735700111
mistral-small-24b,g24a_fever_19719,d90f0f36bc,increase,counterfactual_delete_post,82.50059145255236
mistral-small-24b,g24a_fever_132132,d90f0f36bc,decrease,base,0.6793048020983401
mistral-small-24b,g24a_fever_132132,d90f0f36bc,decrease,admit_post,0.4116739214425126
mistral-small-24b,g24a_fever_132132,d90f0f36bc,decrease,exclude_post,48.90401980696984
mistral-small-24b,g24a_fever_132132,d90f0f36bc,decrease,strong_exclude_post,19.847367024536602
mistral-small-24b,g24a_fever_132132,d90f0f36bc,decrease,counterfactual_delete_post,15.563970596995567
mistral-small-24b,g24a_fever_70780,01df2d47f2,increase,base,90.27427752351562
mistral-small-24b,g24a_fever_70780,01df2d47f2,increase,admit_post,99.91132802964403
mistral-small-24b,g24a_fever_70780,01df2d47f2,increase,exclude_post,30.233223708551115
mistral-small-24b,g24a_fever_70780,01df2d47f2,increase,strong_exclude_post,70.84115867166028
mistral-small-24b,g24a_fever_70780,01df2d47f2,increase,counterfactual_delete_post,43.07566240740544
mistral-small-24b,g24a_fever_99974,01df2d47f2,decrease,base,82.74831161077931
mistral-small-24b,g24a_fever_99974,01df2d47f2,decrease,admit_post,0.03260454159028661
mistral-small-24b,g24a_fever_99974,01df2d47f2,decrease,exclude_post,2.2876713566370337
mistral-small-24b,g24a_fever_99974,01df2d47f2,decrease,strong_exclude_post,12.446388089985183
mistral-small-24b,g24a_fever_99974,01df2d47f2,decrease,counterfactual_delete_post,33.14086841927003
mistral-small-24b,g24a_fever_69652,080a6c2bd0,increase,base,98.71716913492244
mistral-small-24b,g24a_fever_69652,080a6c2bd0,increase,admit_post,99.60033112377688
mistral-small-24b,g24a_fever_69652,080a6c2bd0,increase,exclude_post,27.030734865650903
mistral-small-24b,g24a_fever_69652,080a6c2bd0,increase,strong_exclude_post,58.77280780249602
mistral-small-24b,g24a_fever_69652,080a6c2bd0,increase,counterfactual_delete_post,48.03767325373702
mistral-small-24b,g24a_fever_11917,080a6c2bd0,decrease,base,1.8093307842836244
mistral-small-24b,g24a_fever_11917,080a6c2bd0,decrease,admit_post,0.2551909354997765
mistral-small-24b,g24a_fever_11917,080a6c2bd0,decrease,exclude_post,27.535821463706572
mistral-small-24b,g24a_fever_11917,080a6c2bd0,decrease,strong_exclude_post,21.21373824404407
mistral-small-24b,g24a_fever_11917,080a6c2bd0,decrease,counterfactual_delete_post,17.624915967813635
mistral-small-24b,g24a_fever_4592,0aa4aeed0f,increase,base,99.89329359680944
mistral-small-24b,g24a_fever_4592,0aa4aeed0f,increase,admit_post,99.52146851279214
mistral-small-24b,g24a_fever_4592,0aa4aeed0f,increase,exclude_post,27.03166228264987
mistral-small-24b,g24a_fever_4592,0aa4aeed0f,increase,strong_exclude_post,86.9806283651507
mistral-small-24b,g24a_fever_4592,0aa4aeed0f,increase,counterfactual_delete_post,86.57164359676634
mistral-small-24b,g24a_fever_59214,0aa4aeed0f,decrease,base,12.877120541607606
mistral-small-24b,g24a_fever_59214,0aa4aeed0f,decrease,admit_post,1.4438682270293053
mistral-small-24b,g24a_fever_59214,0aa4aeed0f,decrease,exclude_post,93.85499905247795
mistral-small-24b,g24a_fever_59214,0aa4aeed0f,decrease,strong_exclude_post,82.95021802408202
mistral-small-24b,g24a_fever_59214,0aa4aeed0f,decrease,counterfactual_delete_post,8.870948036467745
mistral-small-24b,g24a_fever_114158,3af0580f9b,increase,base,99.70553248291247
mistral-small-24b,g24a_fever_114158,3af0580f9b,increase,admit_post,94.24140952941913
mistral-small-24b,g24a_fever_114158,3af0580f9b,increase,exclude_post,94.00585242873123
mistral-small-24b,g24a_fever_114158,3af0580f9b,increase,strong_exclude_post,96.74777590569812
mistral-small-24b,g24a_fever_114158,3af0580f9b,increase,counterfactual_delete_post,90.00352292191008
mistral-small-24b,g24a_fever_148551,3af0580f9b,decrease,base,0.1341901370217611
mistral-small-24b,g24a_fever_148551,3af0580f9b,decrease,admit_post,0.07231583630758762
mistral-small-24b,g24a_fever_148551,3af0580f9b,decrease,exclude_post,0.05569814100171788
mistral-small-24b,g24a_fever_148551,3af0580f9b,decrease,strong_exclude_post,0.05825011778875225
mistral-small-24b,g24a_fever_148551,3af0580f9b,decrease,counterfactual_delete_post,0.08190897110700783
mistral-small-24b,g24a_fever_136290,b05287b62f,increase,base,0.02764374844392017
mistral-small-24b,g24a_fever_136290,b05287b62f,increase,admit_post,96.32400070846937
mistral-small-24b,g24a_fever_136290,b05287b62f,increase,exclude_post,0.02978173991905185
mistral-small-24b,g24a_fever_136290,b05287b62f,increase,strong_exclude_post,0.14404676359476776
mistral-small-24b,g24a_fever_136290,b05287b62f,increase,counterfactual_delete_post,7.7206521173014995
mistral-small-24b,g24a_fever_60344,b05287b62f,decrease,base,0.1067482750526683
mistral-small-24b,g24a_fever_60344,b05287b62f,decrease,admit_post,0.06703329929835415
mistral-small-24b,g24a_fever_60344,b05287b62f,decrease,exclude_post,0.34609312141582094
mistral-small-24b,g24a_fever_60344,b05287b62f,decrease,strong_exclude_post,0.9101764089566782
mistral-small-24b,g24a_fever_60344,b05287b62f,decrease,counterfactual_delete_post,0.5141417173187025
mistral-small-24b,g24a_fever_1251,c8e543ff59,increase,base,99.85252704431738
mistral-small-24b,g24a_fever_1251,c8e543ff59,increase,admit_post,99.80397987169779
mistral-small-24b,g24a_fever_1251,c8e543ff59,increase,exclude_post,11.980824674887769
mistral-small-24b,g24a_fever_1251,c8e543ff59,increase,strong_exclude_post,92.02735568166798
mistral-small-24b,g24a_fever_1251,c8e543ff59,increase,counterfactual_delete_post,35.43743812379924
mistral-small-24b,g24a_fever_20202,c8e543ff59,decrease,base,1.6297665055364603
mistral-small-24b,g24a_fever_20202,c8e543ff59,decrease,admit_post,0.05310661630406788
mistral-small-24b,g24a_fever_20202,c8e543ff59,decrease,exclude_post,0.036785924842521675
mistral-small-24b,g24a_fever_20202,c8e543ff59,decrease,strong_exclude_post,1.5373750328608176
mistral-small-24b,g24a_fever_20202,c8e543ff59,decrease,counterfactual_delete_post,0.038070238253572745
mistral-small-24b,g24a_fever_189771,2295b52ec4,increase,base,92.21389284204706
mistral-small-24b,g24a_fever_189771,2295b52ec4,increase,admit_post,97.88839653230704
mistral-small-24b,g24a_fever_189771,2295b52ec4,increase,exclude_post,21.750570040891645
mistral-small-24b,g24a_fever_189771,2295b52ec4,increase,strong_exclude_post,67.48395099620804
mistral-small-24b,g24a_fever_189771,2295b52ec4,increase,counterfactual_delete_post,57.15967184496651
mistral-small-24b,g24a_fever_189768,2295b52ec4,decrease,base,21.490494760722317
mistral-small-24b,g24a_fever_189768,2295b52ec4,decrease,admit_post,12.511517387961005
mistral-small-24b,g24a_fever_189768,2295b52ec4,decrease,exclude_post,0.8510264125677482
mistral-small-24b,g24a_fever_189768,2295b52ec4,decrease,strong_exclude_post,1.0149424026451952
mistral-small-24b,g24a_fever_189768,2295b52ec4,decrease,counterfactual_delete_post,12.559194113231412
mistral-small-24b,g24a_fever_25995,234717bc1f,increase,base,99.77709294348324
mistral-small-24b,g24a_fever_25995,234717bc1f,increase,admit_post,99.95670204388497
mistral-small-24b,g24a_fever_25995,234717bc1f,increase,exclude_post,96.34194676163573
mistral-small-24b,g24a_fever_25995,234717bc1f,increase,strong_exclude_post,83.37182034196918
mistral-small-24b,g24a_fever_25995,234717bc1f,increase,counterfactual_delete_post,75.89168528749829
mistral-small-24b,g24a_fever_106981,234717bc1f,decrease,base,48.58150431020718
mistral-small-24b,g24a_fever_106981,234717bc1f,decrease,admit_post,0.20504114576335308
mistral-small-24b,g24a_fever_106981,234717bc1f,decrease,exclude_post,0.05529575747076401
mistral-small-24b,g24a_fever_106981,234717bc1f,decrease,strong_exclude_post,11.702209956188998
mistral-small-24b,g24a_fever_106981,234717bc1f,decrease,counterfactual_delete_post,69.31377377201198
mistral-small-24b,g24a_fever_40944,6da30661c0,increase,base,90.80756266844286
mistral-small-24b,g24a_fever_40944,6da30661c0,increase,admit_post,99.94069143243809
mistral-small-24b,g24a_fever_40944,6da30661c0,increase,exclude_post,23.96967233159431
mistral-small-24b,g24a_fever_40944,6da30661c0,increase,strong_exclude_post,52.705095840745656
mistral-small-24b,g24a_fever_40944,6da30661c0,increase,counterfactual_delete_post,71.48377719328562
mistral-small-24b,g24a_fever_34323,6da30661c0,decrease,base,6.927319271830092
mistral-small-24b,g24a_fever_34323,6da30661c0,decrease,admit_post,1.238765462562689
mistral-small-24b,g24a_fever_34323,6da30661c0,decrease,exclude_post,37.02203383569415
mistral-small-24b,g24a_fever_34323,6da30661c0,decrease,strong_exclude_post,37.79409450754655
mistral-small-24b,g24a_fever_34323,6da30661c0,decrease,counterfactual_delete_post,43.54723581994061
mistral-small-24b,g24a_fever_12738,e059650125,increase,base,37.704019863607236
mistral-small-24b,g24a_fever_12738,e059650125,increase,admit_post,94.99667296643693
mistral-small-24b,g24a_fever_12738,e059650125,increase,exclude_post,8.938960838146578
mistral-small-24b,g24a_fever_12738,e059650125,increase,strong_exclude_post,37.99135643334924
mistral-small-24b,g24a_fever_12738,e059650125,increase,counterfactual_delete_post,43.19622388995422
mistral-small-24b,g24a_fever_91635,e059650125,decrease,base,11.757660543274925
mistral-small-24b,g24a_fever_91635,e059650125,decrease,admit_post,0.03983379611963261
mistral-small-24b,g24a_fever_91635,e059650125,decrease,exclude_post,5.382760929674772
mistral-small-24b,g24a_fever_91635,e059650125,decrease,strong_exclude_post,11.182866154564705
mistral-small-24b,g24a_fever_91635,e059650125,decrease,counterfactual_delete_post,46.34452162669051
mistral-small-24b,g24a_fever_199818,2c34b2565b,increase,base,95.55349825499144
mistral-small-24b,g24a_fever_199818,2c34b2565b,increase,admit_post,99.59376676907443
mistral-small-24b,g24a_fever_199818,2c34b2565b,increase,exclude_post,60.164133582291434
mistral-small-24b,g24a_fever_199818,2c34b2565b,increase,strong_exclude_post,79.94344085133015
mistral-small-24b,g24a_fever_199818,2c34b2565b,increase,counterfactual_delete_post,77.72033176874575
mistral-small-24b,g24a_fever_199819,2c34b2565b,decrease,base,9.676036101939333
mistral-small-24b,g24a_fever_199819,2c34b2565b,decrease,admit_post,0.30135228289900295
mistral-small-24b,g24a_fever_199819,2c34b2565b,decrease,exclude_post,0.3959436939988206
mistral-small-24b,g24a_fever_199819,2c34b2565b,decrease,strong_exclude_post,0.4142274649768264
mistral-small-24b,g24a_fever_199819,2c34b2565b,decrease,counterfactual_delete_post,10.663921393725392
mistral-small-24b,g24a_fever_95679,f360f8b694,increase,base,18.65508334252534
mistral-small-24b,g24a_fever_95679,f360f8b694,increase,admit_post,98.06587973993598
mistral-small-24b,g24a_fever_95679,f360f8b694,increase,exclude_post,12.284564727294551
mistral-small-24b,g24a_fever_95679,f360f8b694,increase,strong_exclude_post,34.56443258206238
mistral-small-24b,g24a_fever_95679,f360f8b694,increase,counterfactual_delete_post,35.05340443774298
mistral-small-24b,g24a_fever_143875,f360f8b694,decrease,base,7.289771520211078
mistral-small-24b,g24a_fever_143875,f360f8b694,decrease,admit_post,0.10952862959698534
mistral-small-24b,g24a_fever_143875,f360f8b694,decrease,exclude_post,25.87693564958907
mistral-small-24b,g24a_fever_143875,f360f8b694,decrease,strong_exclude_post,14.638409895804756
mistral-small-24b,g24a_fever_143875,f360f8b694,decrease,counterfactual_delete_post,13.87885352181107
mistral-small-24b,g24a_fever_11237,8216ed3c31,increase,base,93.56534945712164
mistral-small-24b,g24a_fever_11237,8216ed3c31,increase,admit_post,99.17856219620188
mistral-small-24b,g24a_fever_11237,8216ed3c31,increase,exclude_post,14.370791661232683
mistral-small-24b,g24a_fever_11237,8216ed3c31,increase,strong_exclude_post,48.795563838681694
mistral-small-24b,g24a_fever_11237,8216ed3c31,increase,counterfactual_delete_post,64.17199481950414
mistral-small-24b,g24a_fever_12084,8216ed3c31,decrease,base,0.42359945802782567
mistral-small-24b,g24a_fever_12084,8216ed3c31,decrease,admit_post,0.41179683434858444
mistral-small-24b,g24a_fever_12084,8216ed3c31,decrease,exclude_post,3.406972379837646
mistral-small-24b,g24a_fever_12084,8216ed3c31,decrease,strong_exclude_post,0.33279258230349296
mistral-small-24b,g24a_fever_12084,8216ed3c31,decrease,counterfactual_delete_post,0.1914942742166938
mistral-small-24b,g24a_fever_168011,57dd206baa,increase,base,99.8609890675876
mistral-small-24b,g24a_fever_168011,57dd206baa,increase,admit_post,99.4713266689691
mistral-small-24b,g24a_fever_168011,57dd206baa,increase,exclude_post,17.32025179358498
mistral-small-24b,g24a_fever_168011,57dd206baa,increase,strong_exclude_post,89.02731879213539
mistral-small-24b,g24a_fever_168011,57dd206baa,increase,counterfactual_delete_post,88.85539920980396
mistral-small-24b,g24a_fever_168015,57dd206baa,decrease,base,0.7073383174403449
mistral-small-24b,g24a_fever_168015,57dd206baa,decrease,admit_post,0.65417738349436
mistral-small-24b,g24a_fever_168015,57dd206baa,decrease,exclude_post,0.2590901025154357
mistral-small-24b,g24a_fever_168015,57dd206baa,decrease,strong_exclude_post,0.48249218539714295
mistral-small-24b,g24a_fever_168015,57dd206baa,decrease,counterfactual_delete_post,0.6552256491889576
mistral-small-24b,g24a_fever_49405,494e225216,increase,base,99.22201838353743
mistral-small-24b,g24a_fever_49405,494e225216,increase,admit_post,97.46463918835931
mistral-small-24b,g24a_fever_49405,494e225216,increase,exclude_post,98.80571912538284
mistral-small-24b,g24a_fever_49405,494e225216,increase,strong_exclude_post,96.59999140775481
mistral-small-24b,g24a_fever_49405,494e225216,increase,counterfactual_delete_post,89.3562535762287
mistral-small-24b,g24a_fever_70815,494e225216,decrease,base,0.1527914206666973
mistral-small-24b,g24a_fever_70815,494e225216,decrease,admit_post,5.8302395662693565
mistral-small-24b,g24a_fever_70815,494e225216,decrease,exclude_post,0.32465021566436836
mistral-small-24b,g24a_fever_70815,494e225216,decrease,strong_exclude_post,3.062417910546278
mistral-small-24b,g24a_fever_70815,494e225216,decrease,counterfactual_delete_post,6.366192129211488
mistral-small-24b,g24a_fever_207263,f81d4310d0,increase,base,81.48200921306362
mistral-small-24b,g24a_fever_207263,f81d4310d0,increase,admit_post,90.19408267971785
mistral-small-24b,g24a_fever_207263,f81d4310d0,increase,exclude_post,44.96859224525841
mistral-small-24b,g24a_fever_207263,f81d4310d0,increase,strong_exclude_post,69.69252517003657
mistral-small-24b,g24a_fever_207263,f81d4310d0,increase,counterfactual_delete_post,74.47901171470558
mistral-small-24b,g24a_fever_207256,f81d4310d0,decrease,base,14.06374474361026
mistral-small-24b,g24a_fever_207256,f81d4310d0,decrease,admit_post,21.49455444042022
mistral-small-24b,g24a_fever_207256,f81d4310d0,decrease,exclude_post,14.473093681939936
mistral-small-24b,g24a_fever_207256,f81d4310d0,decrease,strong_exclude_post,53.90085865951506
mistral-small-24b,g24a_fever_207256,f81d4310d0,decrease,counterfactual_delete_post,58.67701979884043
mistral-small-24b,g24a_fever_64113,b0f96d949b,increase,base,99.75856561677622
mistral-small-24b,g24a_fever_64113,b0f96d949b,increase,admit_post,94.68700731166696
mistral-small-24b,g24a_fever_64113,b0f96d949b,increase,exclude_post,88.88952756734787
mistral-small-24b,g24a_fever_64113,b0f96d949b,increase,strong_exclude_post,93.19566057643468
mistral-small-24b,g24a_fever_64113,b0f96d949b,increase,counterfactual_delete_post,85.56454299942168
mistral-small-24b,g24a_fever_58823,b0f96d949b,decrease,base,2.1282924545694146
mistral-small-24b,g24a_fever_58823,b0f96d949b,decrease,admit_post,0.06543198307559574
mistral-small-24b,g24a_fever_58823,b0f96d949b,decrease,exclude_post,34.36822412949757
mistral-small-24b,g24a_fever_58823,b0f96d949b,decrease,strong_exclude_post,50.82022529975779
mistral-small-24b,g24a_fever_58823,b0f96d949b,decrease,counterfactual_delete_post,47.01392382236829
mistral-small-24b,g24a_fever_48101,f0196dc603,increase,base,99.77259511354302
mistral-small-24b,g24a_fever_48101,f0196dc603,increase,admit_post,88.72543573347271
mistral-small-24b,g24a_fever_48101,f0196dc603,increase,exclude_post,21.135526278490644
mistral-small-24b,g24a_fever_48101,f0196dc603,increase,strong_exclude_post,55.76168837853786
mistral-small-24b,g24a_fever_48101,f0196dc603,increase,counterfactual_delete_post,30.944405535614223
mistral-small-24b,g24a_fever_35043,f0196dc603,decrease,base,0.5820807922895075
mistral-small-24b,g24a_fever_35043,f0196dc603,decrease,admit_post,8.416144215756155
mistral-small-24b,g24a_fever_35043,f0196dc603,decrease,exclude_post,2.504060384960331
mistral-small-24b,g24a_fever_35043,f0196dc603,decrease,strong_exclude_post,14.215931840322003
mistral-small-24b,g24a_fever_35043,f0196dc603,decrease,counterfactual_delete_post,12.472533648019116
mistral-small-24b,g24a_fever_7876,d63fe9fc86,increase,base,99.78659624611788
mistral-small-24b,g24a_fever_7876,d63fe9fc86,increase,admit_post,99.94393015211014
mistral-small-24b,g24a_fever_7876,d63fe9fc86,increase,exclude_post,25.32070523018488
mistral-small-24b,g24a_fever_7876,d63fe9fc86,increase,strong_exclude_post,91.235977742258
mistral-small-24b,g24a_fever_7876,d63fe9fc86,increase,counterfactual_delete_post,89.97075326234717
mistral-small-24b,g24a_fever_7877,d63fe9fc86,decrease,base,0.3203109707774897
mistral-small-24b,g24a_fever_7877,d63fe9fc86,decrease,admit_post,0.6624512133170768
mistral-small-24b,g24a_fever_7877,d63fe9fc86,decrease,exclude_post,0.43626760786221397
mistral-small-24b,g24a_fever_7877,d63fe9fc86,decrease,strong_exclude_post,1.3726928551045603
mistral-small-24b,g24a_fever_7877,d63fe9fc86,decrease,counterfactual_delete_post,1.0922648591470938
mistral-small-24b,g24a_fever_47308,b180197526,increase,base,99.3339864559412
mistral-small-24b,g24a_fever_47308,b180197526,increase,admit_post,98.58950484119335
mistral-small-24b,g24a_fever_47308,b180197526,increase,exclude_post,25.615466629742414
mistral-small-24b,g24a_fever_47308,b180197526,increase,strong_exclude_post,94.70488284572968
mistral-small-24b,g24a_fever_47308,b180197526,increase,counterfactual_delete_post,97.32370297892527
mistral-small-24b,g24a_fever_76522,b180197526,decrease,base,3.000207542932829
mistral-small-24b,g24a_fever_76522,b180197526,decrease,admit_post,16.31948743255247
mistral-small-24b,g24a_fever_76522,b180197526,decrease,exclude_post,0.036189003796386274
mistral-small-24b,g24a_fever_76522,b180197526,decrease,strong_exclude_post,1.6544135361131909
mistral-small-24b,g24a_fever_76522,b180197526,decrease,counterfactual_delete_post,6.5451544744454635
mistral-small-24b,g24a_fever_24345,f0174765dd,increase,base,31.472288893649573
mistral-small-24b,g24a_fever_24345,f0174765dd,increase,admit_post,99.96604264418504
mistral-small-24b,g24a_fever_24345,f0174765dd,increase,exclude_post,33.983960543484386
mistral-small-24b,g24a_fever_24345,f0174765dd,increase,strong_exclude_post,42.97405518411421
mistral-small-24b,g24a_fever_24345,f0174765dd,increase,counterfactual_delete_post,46.3384793832581
mistral-small-24b,g24a_fever_110379,f0174765dd,decrease,base,30.393083977134786
mistral-small-24b,g24a_fever_110379,f0174765dd,decrease,admit_post,0.04555231112583498
mistral-small-24b,g24a_fever_110379,f0174765dd,decrease,exclude_post,25.13688505924412
mistral-small-24b,g24a_fever_110379,f0174765dd,decrease,strong_exclude_post,21.53675302889107
mistral-small-24b,g24a_fever_110379,f0174765dd,decrease,counterfactual_delete_post,35.42524621519371
mistral-small-24b,g24a_fever_205126,1d71e1b002,increase,base,99.60948152102526
mistral-small-24b,g24a_fever_205126,1d71e1b002,increase,admit_post,99.37391135986843
mistral-small-24b,g24a_fever_205126,1d71e1b002,increase,exclude_post,88.25498807763722
mistral-small-24b,g24a_fever_205126,1d71e1b002,increase,strong_exclude_post,99.29936247043568
mistral-small-24b,g24a_fever_205126,1d71e1b002,increase,counterfactual_delete_post,96.28979586201558
mistral-small-24b,g24a_fever_205099,1d71e1b002,decrease,base,0.1135283222707598
mistral-small-24b,g24a_fever_205099,1d71e1b002,decrease,admit_post,0.14661094352043727
mistral-small-24b,g24a_fever_205099,1d71e1b002,decrease,exclude_post,0.17084803154280478
mistral-small-24b,g24a_fever_205099,1d71e1b002,decrease,strong_exclude_post,0.30543323914048615
mistral-small-24b,g24a_fever_205099,1d71e1b002,decrease,counterfactual_delete_post,2.641975875498678
mistral-small-24b,g24a_fever_113884,fb37cb9aa9,increase,base,3.793130474682082
mistral-small-24b,g24a_fever_113884,fb37cb9aa9,increase,admit_post,94.45970281406223
mistral-small-24b,g24a_fever_113884,fb37cb9aa9,increase,exclude_post,26.588907213473753
mistral-small-24b,g24a_fever_113884,fb37cb9aa9,increase,strong_exclude_post,17.160236719479272
mistral-small-24b,g24a_fever_113884,fb37cb9aa9,increase,counterfactual_delete_post,39.074591475461276
mistral-small-24b,g24a_fever_99531,fb37cb9aa9,decrease,base,1.3752814716941921
mistral-small-24b,g24a_fever_99531,fb37cb9aa9,decrease,admit_post,7.880043108446815
mistral-small-24b,g24a_fever_99531,fb37cb9aa9,decrease,exclude_post,4.951799540188021
mistral-small-24b,g24a_fever_99531,fb37cb9aa9,decrease,strong_exclude_post,4.491826595509286
mistral-small-24b,g24a_fever_99531,fb37cb9aa9,decrease,counterfactual_delete_post,16.368875760421442
mistral-small-24b,g24a_fever_10650,2a3255de71,increase,base,83.4136297821006
mistral-small-24b,g24a_fever_10650,2a3255de71,increase,admit_post,95.33462275095287
mistral-small-24b,g24a_fever_10650,2a3255de71,increase,exclude_post,20.574515452813095
mistral-small-24b,g24a_fever_10650,2a3255de71,increase,strong_exclude_post,74.86463750038978
mistral-small-24b,g24a_fever_10650,2a3255de71,increase,counterfactual_delete_post,54.97439436546363
mistral-small-24b,g24a_fever_144800,2a3255de71,decrease,base,6.667881430241916
mistral-small-24b,g24a_fever_144800,2a3255de71,decrease,admit_post,2.716380326988425
mistral-small-24b,g24a_fever_144800,2a3255de71,decrease,exclude_post,4.631952920774188
mistral-small-24b,g24a_fever_144800,2a3255de71,decrease,strong_exclude_post,4.023207259071879
mistral-small-24b,g24a_fever_144800,2a3255de71,decrease,counterfactual_delete_post,12.544679563573437
mistral-small-24b,g24a_fever_55741,33f8620216,increase,base,95.21180581314636
mistral-small-24b,g24a_fever_55741,33f8620216,increase,admit_post,91.41936859422825
mistral-small-24b,g24a_fever_55741,33f8620216,increase,exclude_post,22.275313315911774
mistral-small-24b,g24a_fever_55741,33f8620216,increase,strong_exclude_post,19.675480781866614
mistral-small-24b,g24a_fever_55741,33f8620216,increase,counterfactual_delete_post,32.26928487568043
mistral-small-24b,g24a_fever_20461,33f8620216,decrease,base,2.509465629308482
mistral-small-24b,g24a_fever_20461,33f8620216,decrease,admit_post,14.816055609797681
mistral-small-24b,g24a_fever_20461,33f8620216,decrease,exclude_post,5.084336081602107
mistral-small-24b,g24a_fever_20461,33f8620216,decrease,strong_exclude_post,6.51707185557807
mistral-small-24b,g24a_fever_20461,33f8620216,decrease,counterfactual_delete_post,36.248246634482406
