model,p3_claim,cond,value
gemma3-12b,g24p2_018,base,99.99972412862313
gemma3-12b,g24p2_018,prior_only,99.90469411860205
gemma3-12b,g24p2_018,withheld_cf,74.78969953631135
gemma3-12b,g24p2_018,withheld_only,55.549405925692525
gemma3-12b,g24p2_018,withheld_strong,99.99803509447226
gemma3-12b,g24p2_019,base,51.21003078772528
gemma3-12b,g24p2_019,prior_only,52.68725930547506
gemma3-12b,g24p2_019,withheld_cf,43.06508059257448
gemma3-12b,g24p2_019,withheld_only,55.519839758237836
gemma3-12b,g24p2_019,withheld_strong,27.821839254781892
gemma3-12b,g24p2_020,base,99.99890940355439
gemma3-12b,g24p2_020,prior_only,88.68908624848615
gemma3-12b,g24p2_020,withheld_cf,55.509172811558905
gemma3-12b,g24p2_020,withheld_only,55.54061135099561
gemma3-12b,g24p2_020,withheld_strong,88.92379300462066
gemma3-12b,g24p2_021,base,54.53095642419663
gemma3-12b,g24p2_021,prior_only,77.70761527198574
gemma3-12b,g24p2_021,withheld_cf,55.51006520386819
gemma3-12b,g24p2_021,withheld_only,55.51695815402092
gemma3-12b,g24p2_021,withheld_strong,55.45970876394748
gemma3-12b,g24p2_023,base,95.1352870258603
gemma3-12b,g24p2_023,prior_only,89.9483265833433
gemma3-12b,g24p2_023,withheld_cf,77.74794974812
gemma3-12b,g24p2_023,withheld_only,55.55084792855539
gemma3-12b,g24p2_023,withheld_strong,88.98404937247419
gemma3-12b,g24p2_024,base,66.65716824657642
gemma3-12b,g24p2_024,prior_only,66.6360826715606
gemma3-12b,g24p2_024,withheld_cf,55.53492961042702
gemma3-12b,g24p2_024,withheld_only,55.53804972625164
gemma3-12b,g24p2_024,withheld_strong,64.19282699768308
gemma3-12b,g24p2_026,base,68.69162465318979
gemma3-12b,g24p2_026,prior_only,70.23133523256787
gemma3-12b,g24p2_026,withheld_cf,51.06650193825265
gemma3-12b,g24p2_026,withheld_only,55.54276885261151
gemma3-12b,g24p2_026,withheld_strong,55.53781420541594
gemma3-12b,g24p2_027,base,99.98695420056998
gemma3-12b,g24p2_027,prior_only,88.96325135702367
gemma3-12b,g24p2_027,withheld_cf,88.83106834170471
gemma3-12b,g24p2_027,withheld_only,55.54514730923018
gemma3-12b,g24p2_027,withheld_strong,89.08872618581536
gemma3-12b,g24p2_028,base,39.85349605336898
gemma3-12b,g24p2_028,prior_only,11.100377054248293
gemma3-12b,g24p2_028,withheld_cf,33.98507209475102
gemma3-12b,g24p2_028,withheld_only,55.50562624906071
gemma3-12b,g24p2_028,withheld_strong,55.51227579869501
gemma3-12b,g24p2_029,base,99.96464051935868
gemma3-12b,g24p2_029,prior_only,88.8841517482183
gemma3-12b,g24p2_029,withheld_cf,55.48801292114568
gemma3-12b,g24p2_029,withheld_only,55.545540076145784
gemma3-12b,g24p2_029,withheld_strong,88.88586425165448
gemma3-12b,g24p2_033,base,55.54075535248951
gemma3-12b,g24p2_033,prior_only,23.271642878224416
gemma3-12b,g24p2_033,withheld_cf,55.53301151709328
gemma3-12b,g24p2_033,withheld_only,55.54639507357962
gemma3-12b,g24p2_033,withheld_strong,55.53797806455563
gemma3-12b,g24p2_034,base,66.68979304552906
gemma3-12b,g24p2_034,prior_only,74.21315065394361
gemma3-12b,g24p2_034,withheld_cf,55.13111101590396
gemma3-12b,g24p2_034,withheld_only,0.022347340409671314
gemma3-12b,g24p2_034,withheld_strong,66.66294632349695
gemma3-12b,g24p2_035,base,0.007979643088501527
gemma3-12b,g24p2_035,prior_only,0.0020008484298410863
gemma3-12b,g24p2_035,withheld_cf,11.057893896323117
gemma3-12b,g24p2_035,withheld_only,43.577740385256774
gemma3-12b,g24p2_035,withheld_strong,0.0020018771219092006
gemma3-12b,g24p2_036,base,88.88959258046046
gemma3-12b,g24p2_036,prior_only,88.8891229018389
gemma3-12b,g24p2_036,withheld_cf,88.81458218788757
gemma3-12b,g24p2_036,withheld_only,55.547583117716016
gemma3-12b,g24p2_036,withheld_strong,87.82945328470863
gemma3-12b,g24p2_037,base,22.125971359122925
gemma3-12b,g24p2_037,prior_only,0.01912299524507158
gemma3-12b,g24p2_037,withheld_cf,55.1896749753154
gemma3-12b,g24p2_037,withheld_only,0.0007528521826145856
gemma3-12b,g24p2_037,withheld_strong,55.5184792570933
gemma3-12b,g24p2_038,base,55.547531465663596
gemma3-12b,g24p2_038,prior_only,77.77005274586357
gemma3-12b,g24p2_038,withheld_cf,55.39094326902578
gemma3-12b,g24p2_038,withheld_only,0.6300771223609883
gemma3-12b,g24p2_038,withheld_strong,55.54046972042091
gemma3-12b,g24p2_039,base,55.54002231173116
gemma3-12b,g24p2_039,prior_only,11.541068181603052
gemma3-12b,g24p2_039,withheld_cf,55.540264045851245
gemma3-12b,g24p2_039,withheld_only,55.53749520702203
gemma3-12b,g24p2_039,withheld_strong,55.527548411250244
gemma3-12b,g24p2_040,base,99.97245929800238
gemma3-12b,g24p2_040,prior_only,99.99965427521111
gemma3-12b,g24p2_040,withheld_cf,55.550390898802945
gemma3-12b,g24p2_040,withheld_only,55.54552930727209
gemma3-12b,g24p2_040,withheld_strong,99.98461305251054
gemma3-12b,g24p2_041,base,99.99603910694397
gemma3-12b,g24p2_041,prior_only,11.09816974174932
gemma3-12b,g24p2_041,withheld_cf,55.52954984170935
gemma3-12b,g24p2_041,withheld_only,55.54653153518291
gemma3-12b,g24p2_041,withheld_strong,99.92503349672728
gemma3-12b,g24p2_043,base,88.76689029621792
gemma3-12b,g24p2_043,prior_only,99.3322373987508
gemma3-12b,g24p2_043,withheld_cf,55.42578505113168
gemma3-12b,g24p2_043,withheld_only,55.534129834874314
gemma3-12b,g24p2_043,withheld_strong,55.52598209607549
gemma3-12b,g24p2_044,base,88.88919017312382
gemma3-12b,g24p2_044,prior_only,88.88894800204987
gemma3-12b,g24p2_044,withheld_cf,66.69086578460485
gemma3-12b,g24p2_044,withheld_only,55.54905141645918
gemma3-12b,g24p2_044,withheld_strong,88.87765024486725
gemma3-12b,g24p2_046,base,36.4246328665335
gemma3-12b,g24p2_046,prior_only,44.38820028938279
gemma3-12b,g24p2_046,withheld_cf,54.86618248591177
gemma3-12b,g24p2_046,withheld_only,0.006680449591302594
gemma3-12b,g24p2_046,withheld_strong,55.433489211190434
gemma3-12b,g24p2_047,base,88.934034945737
gemma3-12b,g24p2_047,prior_only,88.89898647596223
gemma3-12b,g24p2_047,withheld_cf,62.471420484016875
gemma3-12b,g24p2_047,withheld_only,55.548980284375105
gemma3-12b,g24p2_047,withheld_strong,55.53036923079919
gemma3-12b,g24p2_048,base,0.0002721178408965234
gemma3-12b,g24p2_048,prior_only,2.5302421406264467e-05
gemma3-12b,g24p2_048,withheld_cf,55.55158979978901
gemma3-12b,g24p2_048,withheld_only,55.54315011733637
gemma3-12b,g24p2_048,withheld_strong,0.000309160764014596
gemma3-12b,g24p2_049,base,66.64875594542329
gemma3-12b,g24p2_049,prior_only,32.80863428723732
gemma3-12b,g24p2_049,withheld_cf,46.414259196488636
gemma3-12b,g24p2_049,withheld_only,0.007565484925192719
gemma3-12b,g24p2_049,withheld_strong,57.179994719556895
gemma3-12b,g24p2_051,base,99.9724311832895
gemma3-12b,g24p2_051,prior_only,99.15710254789423
gemma3-12b,g24p2_051,withheld_cf,58.54393416233001
gemma3-12b,g24p2_051,withheld_only,55.54942953185615
gemma3-12b,g24p2_051,withheld_strong,99.98692062281172
gemma3-12b,g24p2_053,base,61.10749161343189
gemma3-12b,g24p2_053,prior_only,77.25112640576401
gemma3-12b,g24p2_053,withheld_cf,55.520372292274445
gemma3-12b,g24p2_053,withheld_only,55.53293704495373
gemma3-12b,g24p2_053,withheld_strong,55.53604495160175
gemma3-12b,g24p2_054,base,78.10313013448484
gemma3-12b,g24p2_054,prior_only,88.87592835936182
gemma3-12b,g24p2_054,withheld_cf,54.74819454135171
gemma3-12b,g24p2_054,withheld_only,55.510904718405044
gemma3-12b,g24p2_054,withheld_strong,55.5268996221759
gemma3-12b,g24p2_055,base,99.99807625312252
gemma3-12b,g24p2_055,prior_only,99.999877201214
gemma3-12b,g24p2_055,withheld_cf,55.552559739476344
gemma3-12b,g24p2_055,withheld_only,55.532719454288376
gemma3-12b,g24p2_055,withheld_strong,99.99926170249392
gemma3-12b,g24p2_057,base,98.94055627666768
gemma3-12b,g24p2_057,prior_only,88.88622964900658
gemma3-12b,g24p2_057,withheld_cf,55.22468366593293
gemma3-12b,g24p2_057,withheld_only,55.480880772853915
gemma3-12b,g24p2_057,withheld_strong,55.4967966609229
gemma3-12b,g24p2_058,base,74.21307763882604
gemma3-12b,g24p2_058,prior_only,53.530695385538735
gemma3-12b,g24p2_058,withheld_cf,55.35788411343222
gemma3-12b,g24p2_058,withheld_only,0.31699717377351777
gemma3-12b,g24p2_058,withheld_strong,55.53798521979336
gemma3-12b,g24p2_059,base,62.463202913379455
gemma3-12b,g24p2_059,prior_only,66.68071739536705
gemma3-12b,g24p2_059,withheld_cf,49.406727213616556
gemma3-12b,g24p2_059,withheld_only,0.5561327671137563
gemma3-12b,g24p2_059,withheld_strong,55.29902077999986
gemma3-12b,g24p2_060,base,77.11134763172345
gemma3-12b,g24p2_060,prior_only,99.92562587249186
gemma3-12b,g24p2_060,withheld_cf,57.57764160245202
gemma3-12b,g24p2_060,withheld_only,55.5517845529623
gemma3-12b,g24p2_060,withheld_strong,55.54872359277928
gemma3-12b,g24p2_062,base,99.98674665137612
gemma3-12b,g24p2_062,prior_only,88.96325109477772
gemma3-12b,g24p2_062,withheld_cf,66.6839648277591
gemma3-12b,g24p2_062,withheld_only,55.54587820586117
gemma3-12b,g24p2_062,withheld_strong,99.98969638821825
gemma3-12b,g24p2_064,base,99.97229771238857
gemma3-12b,g24p2_064,prior_only,99.95767966623526
gemma3-12b,g24p2_064,withheld_cf,56.39322354732727
gemma3-12b,g24p2_064,withheld_only,55.54084301978021
gemma3-12b,g24p2_064,withheld_strong,63.68350903202755
gemma3-12b,g24p2_065,base,82.64247920272167
gemma3-12b,g24p2_065,prior_only,88.84370111939272
gemma3-12b,g24p2_065,withheld_cf,79.80465754929095
gemma3-12b,g24p2_065,withheld_only,55.545752726452655
gemma3-12b,g24p2_065,withheld_strong,88.88060038986507
gemma3-12b,g24p2_066,base,65.99870719153631
gemma3-12b,g24p2_066,prior_only,65.82362072107553
gemma3-12b,g24p2_066,withheld_cf,55.524660277217365
gemma3-12b,g24p2_066,withheld_only,55.54818288734627
gemma3-12b,g24p2_066,withheld_strong,55.424175926328175
gemma3-12b,g24p2_067,base,0.0004570625456784478
gemma3-12b,g24p2_067,prior_only,21.69541350197563
gemma3-12b,g24p2_067,withheld_cf,55.54472793844016
gemma3-12b,g24p2_067,withheld_only,55.53188186921848
gemma3-12b,g24p2_067,withheld_strong,55.50964686668163
gemma3-12b,g24p2_068,base,5.337320799923996
gemma3-12b,g24p2_068,prior_only,0.00031292590849108843
gemma3-12b,g24p2_068,withheld_cf,10.96497010829734
gemma3-12b,g24p2_068,withheld_only,0.01578920140132832
gemma3-12b,g24p2_068,withheld_strong,3.571690339657687
gemma3-12b,g24p2_069,base,0.00011405816843304943
gemma3-12b,g24p2_069,prior_only,23.274970712916723
gemma3-12b,g24p2_069,withheld_cf,55.54280452000181
gemma3-12b,g24p2_069,withheld_only,55.53676665023334
gemma3-12b,g24p2_069,withheld_strong,55.540071643777694
gemma3-12b,g24p2_070,base,99.99935517948913
gemma3-12b,g24p2_070,prior_only,99.99773355462676
gemma3-12b,g24p2_070,withheld_cf,88.88798044457145
gemma3-12b,g24p2_070,withheld_only,55.54588721005109
gemma3-12b,g24p2_070,withheld_strong,99.99879202019869
gemma3-12b,g24p2_071,base,67.99089891468223
gemma3-12b,g24p2_071,prior_only,77.25093454380881
gemma3-12b,g24p2_071,withheld_cf,55.528997191354364
gemma3-12b,g24p2_071,withheld_only,55.53789567283509
gemma3-12b,g24p2_071,withheld_strong,63.100132618223675
gemma3-12b,g24p2_072,base,77.83555065467375
gemma3-12b,g24p2_072,prior_only,77.79053425010888
gemma3-12b,g24p2_072,withheld_cf,55.54395442026717
gemma3-12b,g24p2_072,withheld_only,55.544792772304774
gemma3-12b,g24p2_072,withheld_strong,55.52246787306291
gemma3-12b,g24p2_073,base,0.0005861187200270818
gemma3-12b,g24p2_073,prior_only,0.005661581097348086
gemma3-12b,g24p2_073,withheld_cf,65.02515168946721
gemma3-12b,g24p2_073,withheld_only,55.5451499501772
gemma3-12b,g24p2_073,withheld_strong,0.0003984873451550304
gemma3-12b,g24p2_074,base,55.41634419805703
gemma3-12b,g24p2_074,prior_only,37.225831809529964
gemma3-12b,g24p2_074,withheld_cf,55.400324621415564
gemma3-12b,g24p2_074,withheld_only,55.53664034913682
gemma3-12b,g24p2_074,withheld_strong,55.52573320711813
gemma3-12b,g24p2_075,base,88.8919669748679
gemma3-12b,g24p2_075,prior_only,88.88537277138616
gemma3-12b,g24p2_075,withheld_cf,55.96031075474799
gemma3-12b,g24p2_075,withheld_only,55.54370850398297
gemma3-12b,g24p2_075,withheld_strong,66.63614389130834
gemma3-12b,g24p2_076,base,77.80302410242012
gemma3-12b,g24p2_076,prior_only,68.31184067562674
gemma3-12b,g24p2_076,withheld_cf,55.549453355931036
gemma3-12b,g24p2_076,withheld_only,55.54451727582463
gemma3-12b,g24p2_076,withheld_strong,77.70498799644271
gemma3-12b,g24p2_077,base,66.66666676555448
gemma3-12b,g24p2_077,prior_only,66.78871611274872
gemma3-12b,g24p2_077,withheld_cf,55.56425615820709
gemma3-12b,g24p2_077,withheld_only,55.532595543056416
gemma3-12b,g24p2_077,withheld_strong,61.79883310801337
gemma3-12b,g24p2_079,base,88.89674535794208
gemma3-12b,g24p2_079,prior_only,88.89359439753758
gemma3-12b,g24p2_079,withheld_cf,55.61379293996627
gemma3-12b,g24p2_079,withheld_only,55.54709231339639
gemma3-12b,g24p2_079,withheld_strong,52.202600725909065
gemma3-12b,g24p2_081,base,94.44443934289103
gemma3-12b,g24p2_081,prior_only,66.81819281739658
gemma3-12b,g24p2_081,withheld_cf,55.546144325003965
gemma3-12b,g24p2_081,withheld_only,55.5254385536826
gemma3-12b,g24p2_081,withheld_strong,55.48048776543768
gemma3-12b,g24p2_082,base,64.63694851031153
gemma3-12b,g24p2_082,prior_only,66.60885275887193
gemma3-12b,g24p2_082,withheld_cf,54.21563002983313
gemma3-12b,g24p2_082,withheld_only,33.932515240977
gemma3-12b,g24p2_082,withheld_strong,55.52662832102409
gemma3-12b,g24p2_083,base,55.550596490932236
gemma3-12b,g24p2_083,prior_only,99.99857978536689
gemma3-12b,g24p2_083,withheld_cf,55.51990427943772
gemma3-12b,g24p2_083,withheld_only,55.54082644559114
gemma3-12b,g24p2_083,withheld_strong,55.50962531500559
gemma3-12b,g24p2_084,base,0.41959392793779804
gemma3-12b,g24p2_084,prior_only,78.83697835786921
gemma3-12b,g24p2_084,withheld_cf,59.74336656663112
gemma3-12b,g24p2_084,withheld_only,53.52736554287375
gemma3-12b,g24p2_084,withheld_strong,99.99457779252613
gemma3-12b,g24p2_085,base,55.539420414518304
gemma3-12b,g24p2_085,prior_only,76.93496114343795
gemma3-12b,g24p2_085,withheld_cf,52.86468771784651
gemma3-12b,g24p2_085,withheld_only,55.534672117905394
gemma3-12b,g24p2_085,withheld_strong,55.527130331390175
gemma3-12b,g24p2_087,base,88.8791115760119
gemma3-12b,g24p2_087,prior_only,77.76583870712017
gemma3-12b,g24p2_087,withheld_cf,77.89699439519087
gemma3-12b,g24p2_087,withheld_only,55.54980102599822
gemma3-12b,g24p2_087,withheld_strong,83.33315676996129
gemma3-12b,g24p2_088,base,55.3975803641762
gemma3-12b,g24p2_088,prior_only,98.93739955280424
gemma3-12b,g24p2_088,withheld_cf,55.527625518880456
gemma3-12b,g24p2_088,withheld_only,55.52271373069715
gemma3-12b,g24p2_088,withheld_strong,55.538000189298856
gemma3-12b,g24p2_089,base,77.72377121268924
gemma3-12b,g24p2_089,prior_only,58.043047104209826
gemma3-12b,g24p2_089,withheld_cf,47.899312225098605
gemma3-12b,g24p2_089,withheld_only,55.52984659569754
gemma3-12b,g24p2_089,withheld_strong,43.540846106288626
gemma3-12b,g24p2_091,base,99.92559000974869
gemma3-12b,g24p2_091,prior_only,89.30363060174483
gemma3-12b,g24p2_091,withheld_cf,54.49414917186348
gemma3-12b,g24p2_091,withheld_only,55.51837931035176
gemma3-12b,g24p2_091,withheld_strong,90.53384101197075
gemma3-12b,g24p2_092,base,0.03280604288662933
gemma3-12b,g24p2_092,prior_only,0.541705607484958
gemma3-12b,g24p2_092,withheld_cf,20.898144756759038
gemma3-12b,g24p2_092,withheld_only,55.51351894808246
gemma3-12b,g24p2_092,withheld_strong,20.196659912738305
gemma3-12b,g24p2_093,base,90.21330434923094
gemma3-12b,g24p2_093,prior_only,88.89160288482793
gemma3-12b,g24p2_093,withheld_cf,55.442612141665585
gemma3-12b,g24p2_093,withheld_only,55.54300743396946
gemma3-12b,g24p2_093,withheld_strong,20.21259408977805
gemma3-12b,g24p2_094,base,99.99488466367694
gemma3-12b,g24p2_094,prior_only,93.08376456625831
gemma3-12b,g24p2_094,withheld_cf,66.00414830090725
gemma3-12b,g24p2_094,withheld_only,55.55192850135797
gemma3-12b,g24p2_094,withheld_strong,99.9418514382963
gemma3-12b,g24p2_096,base,77.75041637404611
gemma3-12b,g24p2_096,prior_only,77.77674950263774
gemma3-12b,g24p2_096,withheld_cf,55.5567644267919
gemma3-12b,g24p2_096,withheld_only,55.53955598902286
gemma3-12b,g24p2_096,withheld_strong,77.80103256403112
gemma3-12b,g24p2_098,base,55.53918490697335
gemma3-12b,g24p2_098,prior_only,88.89064233658733
gemma3-12b,g24p2_098,withheld_cf,55.549791857194094
gemma3-12b,g24p2_098,withheld_only,55.53234171247986
gemma3-12b,g24p2_098,withheld_strong,55.50978198990816
gemma3-12b,g24p2_099,base,0.0012105230808122354
gemma3-12b,g24p2_099,prior_only,0.0032886841213202347
gemma3-12b,g24p2_099,withheld_cf,2.4745035730116225
gemma3-12b,g24p2_099,withheld_only,0.022604365810690037
gemma3-12b,g24p2_099,withheld_strong,0.002903145503984004
gemma3-12b,g24p2_101,base,0.001221361786277526
gemma3-12b,g24p2_101,prior_only,0.00899116329387517
gemma3-12b,g24p2_101,withheld_cf,53.476079724749155
gemma3-12b,g24p2_101,withheld_only,55.53209830708108
gemma3-12b,g24p2_101,withheld_strong,0.0017744349897704302
gemma3-12b,g24p2_102,base,22.070640740612234
gemma3-12b,g24p2_102,prior_only,5.235567250870294
gemma3-12b,g24p2_102,withheld_cf,55.325938612533044
gemma3-12b,g24p2_102,withheld_only,0.001660958858947046
gemma3-12b,g24p2_102,withheld_strong,55.53552257783818
gemma3-12b,g24p2_103,base,55.481391767353415
gemma3-12b,g24p2_103,prior_only,56.867324802126056
gemma3-12b,g24p2_103,withheld_cf,55.39995705879563
gemma3-12b,g24p2_103,withheld_only,55.53797226936251
gemma3-12b,g24p2_103,withheld_strong,55.51862211713835
gemma3-12b,g24p2_104,base,66.70392809206754
gemma3-12b,g24p2_104,prior_only,66.51047843169003
gemma3-12b,g24p2_104,withheld_cf,49.83779000797229
gemma3-12b,g24p2_104,withheld_only,2.071449577842828
gemma3-12b,g24p2_104,withheld_strong,44.93109573212156
gemma3-12b,g24p2_105,base,55.70957607784921
gemma3-12b,g24p2_105,prior_only,66.57181491373765
gemma3-12b,g24p2_105,withheld_cf,55.528494666523024
gemma3-12b,g24p2_105,withheld_only,55.543990982724694
gemma3-12b,g24p2_105,withheld_strong,55.52780078966667
gemma3-12b,g24p2_107,base,66.41196921086906
gemma3-12b,g24p2_107,prior_only,32.91873807532937
gemma3-12b,g24p2_107,withheld_cf,45.3492533185889
gemma3-12b,g24p2_107,withheld_only,34.41876676324903
gemma3-12b,g24p2_107,withheld_strong,54.84282327575714
gemma3-12b,g24p2_108,base,88.87223727763279
gemma3-12b,g24p2_108,prior_only,88.22125924622713
gemma3-12b,g24p2_108,withheld_cf,65.99866911126657
gemma3-12b,g24p2_108,withheld_only,55.54775906821052
gemma3-12b,g24p2_108,withheld_strong,78.10335392652902
gemma3-12b,g24p2_110,base,85.32420744922202
gemma3-12b,g24p2_110,prior_only,88.8866650648402
gemma3-12b,g24p2_110,withheld_cf,66.50947750873505
gemma3-12b,g24p2_110,withheld_only,55.53106270748703
gemma3-12b,g24p2_110,withheld_strong,88.8855551019481
gemma3-12b,g24p2_111,base,99.95229257461459
gemma3-12b,g24p2_111,prior_only,69.64961177464981
gemma3-12b,g24p2_111,withheld_cf,89.04487431986362
gemma3-12b,g24p2_111,withheld_only,55.53936450852991
gemma3-12b,g24p2_111,withheld_strong,99.99523778491424
gemma3-12b,g24p2_112,base,56.30346997177111
gemma3-12b,g24p2_112,prior_only,32.665775510489006
gemma3-12b,g24p2_112,withheld_cf,43.84214776734588
gemma3-12b,g24p2_112,withheld_only,55.49540586083598
gemma3-12b,g24p2_112,withheld_strong,30.81161872463111
gemma3-12b,g24p2_113,base,88.7668298381382
gemma3-12b,g24p2_113,prior_only,88.88866392614673
gemma3-12b,g24p2_113,withheld_cf,66.4675655661768
gemma3-12b,g24p2_113,withheld_only,55.55011954888419
gemma3-12b,g24p2_113,withheld_strong,88.8683090620727
gemma3-12b,g24p2_114,base,93.75306290745556
gemma3-12b,g24p2_114,prior_only,99.95416954778027
gemma3-12b,g24p2_114,withheld_cf,54.64038060410622
gemma3-12b,g24p2_114,withheld_only,55.54204028372695
gemma3-12b,g24p2_114,withheld_strong,55.509418547050096
gemma3-12b,g24p2_115,base,7.676295238524264e-06
gemma3-12b,g24p2_115,prior_only,5.405830577691063e-05
gemma3-12b,g24p2_115,withheld_cf,55.45898484987772
gemma3-12b,g24p2_115,withheld_only,0.0015902942352967002
gemma3-12b,g24p2_115,withheld_strong,54.88089262623987
gemma3-12b,g24p2_116,base,0.0005791982567652791
gemma3-12b,g24p2_116,prior_only,0.667696900519091
gemma3-12b,g24p2_116,withheld_cf,55.547344422725025
gemma3-12b,g24p2_116,withheld_only,55.545690706006546
gemma3-12b,g24p2_116,withheld_strong,0.0005142389144086323
gemma3-12b,g24p2_117,base,56.87272084233062
gemma3-12b,g24p2_117,prior_only,66.13907070973788
gemma3-12b,g24p2_117,withheld_cf,50.42351647979296
gemma3-12b,g24p2_117,withheld_only,52.295443731169826
gemma3-12b,g24p2_117,withheld_strong,55.53377337145586
gemma3-12b,g24p2_120,base,88.84371725879505
gemma3-12b,g24p2_120,prior_only,88.6890758696183
gemma3-12b,g24p2_120,withheld_cf,55.026910654917266
gemma3-12b,g24p2_120,withheld_only,55.47813512613198
gemma3-12b,g24p2_120,withheld_strong,66.86399066858831
gemma3-12b,g24p2_121,base,88.89062050800445
gemma3-12b,g24p2_121,prior_only,88.88882922709263
gemma3-12b,g24p2_121,withheld_cf,77.68320265605814
gemma3-12b,g24p2_121,withheld_only,76.72017852298545
gemma3-12b,g24p2_121,withheld_strong,77.78851257309397
gemma3-12b,g24p2_122,base,77.52276143239766
gemma3-12b,g24p2_122,prior_only,77.85164146930977
gemma3-12b,g24p2_122,withheld_cf,53.46208765162029
gemma3-12b,g24p2_122,withheld_only,20.419065195139627
gemma3-12b,g24p2_122,withheld_strong,22.370581299089107
gemma3-12b,g24p2_123,base,55.09148987250363
gemma3-12b,g24p2_123,prior_only,44.35020203245138
gemma3-12b,g24p2_123,withheld_cf,55.34466930419533
gemma3-12b,g24p2_123,withheld_only,55.511986050607746
gemma3-12b,g24p2_123,withheld_strong,55.49709135996748
gemma3-12b,g24p2_125,base,34.64198699339086
gemma3-12b,g24p2_125,prior_only,66.62247942730474
gemma3-12b,g24p2_125,withheld_cf,55.42754814337811
gemma3-12b,g24p2_125,withheld_only,3.3431957192399473
