model,item_id,kind,direction,value
gemma3-12b,g24a_fever_108772,base,1,99.99683943813822
gemma3-12b,g24a_fever_108772,exclude_post,1,42.893047198728524
gemma3-12b,g24a_fever_108772,exclude_pre,1,99.97695029790312
gemma3-12b,g24a_fever_108894,admit_post,-1,61.58916015255881
gemma3-12b,g24a_fever_108894,admit_pre,-1,0.01197293624450659
gemma3-12b,g24a_fever_108894,base,-1,21.91847419838577
gemma3-12b,g24a_fever_108894,exclude_post,-1,55.523401344691344
gemma3-12b,g24a_fever_108894,exclude_pre,-1,55.54462080133068
gemma3-12b,g24a_fever_109293,admit_post,-1,5.017001273983452e-06
gemma3-12b,g24a_fever_109293,admit_pre,-1,9.374100663749413e-06
gemma3-12b,g24a_fever_109293,base,-1,1.191477676586601e-05
gemma3-12b,g24a_fever_109293,exclude_post,-1,5.244694062855901e-06
gemma3-12b,g24a_fever_109293,exclude_pre,-1,2.5906574451415234e-05
gemma3-12b,g24a_fever_10947,admit_post,1,99.99384716727347
gemma3-12b,g24a_fever_10947,admit_pre,1,99.99883664767637
gemma3-12b,g24a_fever_10947,base,1,99.47293555415959
gemma3-12b,g24a_fever_10947,exclude_post,1,53.51022200117518
gemma3-12b,g24a_fever_10947,exclude_pre,1,55.40700059644184
gemma3-12b,g24a_fever_109582,admit_post,-1,0.001554179543210397
gemma3-12b,g24a_fever_109582,admit_pre,-1,6.041549721499531e-05
gemma3-12b,g24a_fever_109582,base,-1,1.9573963292054153e-05
gemma3-12b,g24a_fever_109582,exclude_post,-1,0.04911785734599498
gemma3-12b,g24a_fever_109582,exclude_pre,-1,0.004691261152854988
gemma3-12b,g24a_fever_109744,admit_post,-1,0.012997129974761261
gemma3-12b,g24a_fever_109744,admit_pre,-1,0.05801056674829213
gemma3-12b,g24a_fever_109744,base,-1,79.8043986613644
gemma3-12b,g24a_fever_109744,exclude_post,-1,55.52894775993465
gemma3-12b,g24a_fever_109744,exclude_pre,-1,55.5365932862926
gemma3-12b,g24a_fever_110538,admit_post,-1,26.41327580808205
gemma3-12b,g24a_fever_110538,admit_pre,-1,66.88878446215719
gemma3-12b,g24a_fever_110538,base,-1,88.94688136014798
gemma3-12b,g24a_fever_110538,exclude_post,-1,19.750923650060756
gemma3-12b,g24a_fever_110538,exclude_pre,-1,55.53690954126669
gemma3-12b,g24a_fever_111069,admit_post,1,99.99982086307315
gemma3-12b,g24a_fever_111069,admit_pre,1,99.99966219754027
gemma3-12b,g24a_fever_111069,base,1,55.46866544343642
gemma3-12b,g24a_fever_111069,exclude_post,1,55.53823680685098
gemma3-12b,g24a_fever_111069,exclude_pre,1,99.98725819586008
gemma3-12b,g24a_fever_112471,admit_post,1,99.97252382506716
gemma3-12b,g24a_fever_112471,admit_pre,1,99.99210874076715
gemma3-12b,g24a_fever_112471,base,1,88.89007950596503
gemma3-12b,g24a_fever_112471,exclude_post,1,55.54575216565613
gemma3-12b,g24a_fever_112471,exclude_pre,1,40.806176970296704
gemma3-12b,g24a_fever_112650,admit_post,-1,0.027479682019855303
gemma3-12b,g24a_fever_112650,admit_pre,-1,0.004235857690100476
gemma3-12b,g24a_fever_112650,base,-1,0.0015588381700069132
gemma3-12b,g24a_fever_112650,exclude_post,-1,0.010344499261178943
gemma3-12b,g24a_fever_112650,exclude_pre,-1,3.565257548560392
gemma3-12b,g24a_fever_112934,admit_post,1,89.41584038547074
gemma3-12b,g24a_fever_112934,admit_pre,1,99.94199625437358
gemma3-12b,g24a_fever_112934,base,1,88.86749623459546
gemma3-12b,g24a_fever_112934,exclude_post,1,88.0468499081924
gemma3-12b,g24a_fever_112934,exclude_pre,1,88.28667966111392
gemma3-12b,g24a_fever_114387,admit_post,1,99.99989788292494
gemma3-12b,g24a_fever_114387,admit_pre,1,99.99996770195169
gemma3-12b,g24a_fever_114387,base,1,99.99708102689118
gemma3-12b,g24a_fever_114387,exclude_post,1,99.4988847095033
gemma3-12b,g24a_fever_114387,exclude_pre,1,84.7000845487181
gemma3-12b,g24a_fever_11478,admit_post,1,99.99978451138696
gemma3-12b,g24a_fever_11478,admit_pre,1,99.99670842045572
gemma3-12b,g24a_fever_11478,base,1,88.91024380844306
gemma3-12b,g24a_fever_11478,exclude_post,1,55.50697814685
gemma3-12b,g24a_fever_11478,exclude_pre,1,97.46826628421832
gemma3-12b,g24a_fever_114900,admit_post,1,88.93409038789906
gemma3-12b,g24a_fever_114900,admit_pre,1,98.94055720361592
gemma3-12b,g24a_fever_114900,base,1,88.88943770901591
gemma3-12b,g24a_fever_114900,exclude_post,1,73.07596714825607
gemma3-12b,g24a_fever_114900,exclude_pre,1,88.68992862692137
gemma3-12b,g24a_fever_114974,admit_post,1,99.98987064214721
gemma3-12b,g24a_fever_114974,admit_pre,1,99.96474394827908
gemma3-12b,g24a_fever_114974,base,1,88.88385736622376
gemma3-12b,g24a_fever_114974,exclude_post,1,99.9925128208484
gemma3-12b,g24a_fever_114974,exclude_pre,1,99.79936595116762
gemma3-12b,g24a_fever_115028,admit_post,-1,0.045225281601708724
gemma3-12b,g24a_fever_115028,admit_pre,-1,0.0008334600237845073
gemma3-12b,g24a_fever_115028,base,-1,0.0009456427548305602
gemma3-12b,g24a_fever_115028,exclude_post,-1,1.1961823899538898e-05
gemma3-12b,g24a_fever_115028,exclude_pre,-1,0.0010713898938015086
gemma3-12b,g24a_fever_115773,admit_post,-1,4.985887850459664e-06
gemma3-12b,g24a_fever_115773,admit_pre,-1,6.421449780821092e-06
gemma3-12b,g24a_fever_115773,base,-1,3.457608701902564e-06
gemma3-12b,g24a_fever_115773,exclude_post,-1,2.4748229273416675e-06
gemma3-12b,g24a_fever_115773,exclude_pre,-1,1.752251899927076e-05
gemma3-12b,g24a_fever_115940,admit_post,1,99.99209257464355
gemma3-12b,g24a_fever_115940,admit_pre,1,99.99967215646792
gemma3-12b,g24a_fever_115940,base,1,92.45356737364922
gemma3-12b,g24a_fever_115940,exclude_post,1,36.033589327464114
gemma3-12b,g24a_fever_115940,exclude_pre,1,55.53586709369596
gemma3-12b,g24a_fever_115989,admit_post,-1,8.835339559151972e-05
gemma3-12b,g24a_fever_115989,admit_pre,-1,4.420787057637677e-06
gemma3-12b,g24a_fever_115989,base,-1,0.00031342300552414463
gemma3-12b,g24a_fever_115989,exclude_post,-1,6.900074143421227e-05
gemma3-12b,g24a_fever_115989,exclude_pre,-1,2.727318046610825e-06
gemma3-12b,g24a_fever_116715,admit_post,1,0.07440382419205545
gemma3-12b,g24a_fever_116715,admit_pre,1,0.0025828509933875097
gemma3-12b,g24a_fever_116715,base,1,11.201638798348776
gemma3-12b,g24a_fever_116715,exclude_post,1,0.0022662308293364365
gemma3-12b,g24a_fever_116715,exclude_pre,1,0.019835695482658906
gemma3-12b,g24a_fever_117380,admit_post,1,99.99991629557694
gemma3-12b,g24a_fever_117380,admit_pre,1,99.99990055159145
gemma3-12b,g24a_fever_117380,base,1,99.33237026639135
gemma3-12b,g24a_fever_117380,exclude_post,1,55.47741874664678
gemma3-12b,g24a_fever_117380,exclude_pre,1,79.09764349849611
gemma3-12b,g24a_fever_118442,admit_post,-1,54.9418369866236
gemma3-12b,g24a_fever_118442,admit_pre,-1,51.509757940110454
gemma3-12b,g24a_fever_118442,base,-1,0.0006630477017274285
gemma3-12b,g24a_fever_118442,exclude_post,-1,55.54388191615856
gemma3-12b,g24a_fever_118442,exclude_pre,-1,75.89638404081131
gemma3-12b,g24a_fever_118708,admit_post,1,99.99963797529357
gemma3-12b,g24a_fever_118708,admit_pre,1,99.99987632344826
gemma3-12b,g24a_fever_118708,base,1,0.04123273143677413
gemma3-12b,g24a_fever_118708,exclude_post,1,99.99848764769325
gemma3-12b,g24a_fever_118708,exclude_pre,1,55.50755667794461
gemma3-12b,g24a_fever_118842,admit_post,-1,88.98418500940402
gemma3-12b,g24a_fever_118842,admit_pre,-1,88.9054240580382
gemma3-12b,g24a_fever_118842,base,-1,44.49473989162212
gemma3-12b,g24a_fever_118842,exclude_post,-1,40.61457496786239
gemma3-12b,g24a_fever_118842,exclude_pre,-1,55.26283246776456
gemma3-12b,g24a_fever_119630,admit_post,1,99.99990280735997
gemma3-12b,g24a_fever_119630,admit_pre,1,99.99987940727046
gemma3-12b,g24a_fever_119630,base,1,99.87792172422198
gemma3-12b,g24a_fever_119630,exclude_post,1,99.96176276455452
gemma3-12b,g24a_fever_119630,exclude_pre,1,84.3830180167159
gemma3-12b,g24a_fever_120704,admit_post,-1,2.2378756293735142e-05
gemma3-12b,g24a_fever_120704,admit_pre,-1,1.9718773663161574e-05
gemma3-12b,g24a_fever_120704,base,-1,0.00012777011259072345
gemma3-12b,g24a_fever_120704,exclude_post,-1,6.665383241708899e-06
gemma3-12b,g24a_fever_120704,exclude_pre,-1,3.2796592291063935e-05
gemma3-12b,g24a_fever_121238,admit_post,-1,20.895162724039192
gemma3-12b,g24a_fever_121238,admit_pre,-1,23.246027465354512
gemma3-12b,g24a_fever_121238,base,-1,77.77436508933138
gemma3-12b,g24a_fever_121238,exclude_post,-1,55.777761372788326
gemma3-12b,g24a_fever_121238,exclude_pre,-1,55.60957789169841
gemma3-12b,g24a_fever_121283,admit_post,-1,5.04115479744512e-06
gemma3-12b,g24a_fever_121283,admit_pre,-1,3.4782905723331333e-06
gemma3-12b,g24a_fever_121283,base,-1,66.67748735288745
gemma3-12b,g24a_fever_121283,exclude_post,-1,2.900582169027273e-05
gemma3-12b,g24a_fever_121283,exclude_pre,-1,0.12244518976024674
gemma3-12b,g24a_fever_122006,admit_post,1,88.86774877495657
gemma3-12b,g24a_fever_122006,admit_pre,1,88.79372482727518
gemma3-12b,g24a_fever_122006,base,1,78.19250853439227
gemma3-12b,g24a_fever_122006,exclude_post,1,68.67768625200615
gemma3-12b,g24a_fever_122006,exclude_pre,1,55.56433746698932
gemma3-12b,g24a_fever_12204,admit_post,1,95.13528619828054
gemma3-12b,g24a_fever_12204,admit_pre,1,90.21336461585389
gemma3-12b,g24a_fever_12204,base,1,81.34453814521085
gemma3-12b,g24a_fever_12204,exclude_post,1,55.32739759065975
gemma3-12b,g24a_fever_12204,exclude_pre,1,55.52639085138918
gemma3-12b,g24a_fever_122343,admit_post,-1,1.7286244816713272e-05
gemma3-12b,g24a_fever_122343,admit_pre,-1,3.4325335024582604e-06
gemma3-12b,g24a_fever_122343,base,-1,5.336507278868189e-05
gemma3-12b,g24a_fever_122343,exclude_post,-1,1.6812759985400943e-06
gemma3-12b,g24a_fever_122343,exclude_pre,-1,2.0059368990886977e-05
gemma3-12b,g24a_fever_122650,admit_post,1,99.80011881872399
gemma3-12b,g24a_fever_122650,admit_pre,1,93.08377638701882
gemma3-12b,g24a_fever_122650,base,1,59.1172939374217
gemma3-12b,g24a_fever_122650,exclude_post,1,55.541005165454244
gemma3-12b,g24a_fever_122650,exclude_pre,1,88.90538271181404
gemma3-12b,g24a_fever_122744,admit_post,-1,5.5556641256066435
gemma3-12b,g24a_fever_122744,admit_pre,-1,0.0003507268906956811
gemma3-12b,g24a_fever_122744,base,-1,77.25424761986875
gemma3-12b,g24a_fever_122744,exclude_post,-1,55.549324528263654
gemma3-12b,g24a_fever_122744,exclude_pre,-1,55.57326177508995
gemma3-12b,g24a_fever_122977,admit_post,1,98.67551446517865
gemma3-12b,g24a_fever_122977,admit_pre,1,99.58524946541884
gemma3-12b,g24a_fever_122977,base,1,88.89167821329465
gemma3-12b,g24a_fever_122977,exclude_post,1,97.86096873613667
gemma3-12b,g24a_fever_122977,exclude_pre,1,55.539615581453866
gemma3-12b,g24a_fever_123364,admit_post,1,99.97858690125497
gemma3-12b,g24a_fever_123364,admit_pre,1,89.01089761186311
gemma3-12b,g24a_fever_123364,base,1,93.08373580509618
gemma3-12b,g24a_fever_123364,exclude_post,1,78.27316331874142
gemma3-12b,g24a_fever_123364,exclude_pre,1,87.56458532715392
gemma3-12b,g24a_fever_123833,admit_post,-1,0.0025626498793085515
gemma3-12b,g24a_fever_123833,admit_pre,-1,0.003290624576463735
gemma3-12b,g24a_fever_123833,base,-1,8.123157052079055
gemma3-12b,g24a_fever_123833,exclude_post,-1,0.00027286351624705783
gemma3-12b,g24a_fever_123833,exclude_pre,-1,0.008939968462136823
gemma3-12b,g24a_fever_124021,admit_post,1,99.99970306442562
gemma3-12b,g24a_fever_124021,admit_pre,1,99.99978086721822
gemma3-12b,g24a_fever_124021,base,1,99.99737370209131
gemma3-12b,g24a_fever_124021,exclude_post,1,99.67424866590773
gemma3-12b,g24a_fever_124021,exclude_pre,1,99.876150857107
gemma3-12b,g24a_fever_126799,admit_post,-1,50.964798193134065
gemma3-12b,g24a_fever_126799,admit_pre,-1,54.12358972859119
gemma3-12b,g24a_fever_126799,base,-1,9.97566123099911e-05
gemma3-12b,g24a_fever_126799,exclude_post,-1,44.9698782163372
gemma3-12b,g24a_fever_126799,exclude_pre,-1,44.759438257596294
gemma3-12b,g24a_fever_12843,admit_post,1,88.91024379133665
gemma3-12b,g24a_fever_12843,admit_pre,1,88.89896473058322
gemma3-12b,g24a_fever_12843,base,1,88.8827881628751
gemma3-12b,g24a_fever_12843,exclude_post,1,55.475102772153676
gemma3-12b,g24a_fever_12843,exclude_pre,1,66.72592693397365
gemma3-12b,g24a_fever_128454,admit_post,-1,0.0005087849652483089
gemma3-12b,g24a_fever_128454,admit_pre,-1,0.0002732384193565256
gemma3-12b,g24a_fever_128454,base,-1,0.001578096753323665
gemma3-12b,g24a_fever_128454,exclude_post,-1,0.0002136983081866453
gemma3-12b,g24a_fever_128454,exclude_pre,-1,0.00013196471235709355
gemma3-12b,g24a_fever_128807,admit_post,1,99.99842427929718
gemma3-12b,g24a_fever_128807,admit_pre,1,99.99991134715424
gemma3-12b,g24a_fever_128807,base,1,90.53100673355569
gemma3-12b,g24a_fever_128807,exclude_post,1,99.98980831554626
gemma3-12b,g24a_fever_128807,exclude_pre,1,99.99603239997687
gemma3-12b,g24a_fever_129420,admit_post,1,99.9995862363873
gemma3-12b,g24a_fever_129420,admit_pre,1,99.99969376588444
gemma3-12b,g24a_fever_129420,base,1,99.9953924736255
gemma3-12b,g24a_fever_129420,exclude_post,1,99.98903193868865
gemma3-12b,g24a_fever_129420,exclude_pre,1,99.9969355021872
gemma3-12b,g24a_fever_129517,admit_post,-1,0.326356270879161
gemma3-12b,g24a_fever_129517,admit_pre,-1,0.004321087725519626
gemma3-12b,g24a_fever_129517,base,-1,22.17264346872372
gemma3-12b,g24a_fever_129517,exclude_post,-1,55.17296833573531
gemma3-12b,g24a_fever_129517,exclude_pre,-1,55.29654090479434
gemma3-12b,g24a_fever_130204,admit_post,-1,0.00290545116339168
gemma3-12b,g24a_fever_130204,admit_pre,-1,8.210435706164923e-06
gemma3-12b,g24a_fever_130204,base,-1,66.71115281476828
gemma3-12b,g24a_fever_130204,exclude_post,-1,0.1773659479449138
gemma3-12b,g24a_fever_130204,exclude_pre,-1,55.50412975739429
gemma3-12b,g24a_fever_130978,admit_post,-1,43.9750202381451
gemma3-12b,g24a_fever_130978,admit_pre,-1,0.1245960566300618
gemma3-12b,g24a_fever_130978,base,-1,42.60983082245773
gemma3-12b,g24a_fever_130978,exclude_post,-1,50.021669022673706
gemma3-12b,g24a_fever_130978,exclude_pre,-1,0.004434161538760293
gemma3-12b,g24a_fever_131250,admit_post,-1,1.9791900044623792e-05
gemma3-12b,g24a_fever_131250,admit_pre,-1,2.2580622155765306e-05
gemma3-12b,g24a_fever_131250,base,-1,0.021029490695701765
gemma3-12b,g24a_fever_131250,exclude_post,-1,1.4386625500767236e-05
gemma3-12b,g24a_fever_131250,exclude_pre,-1,4.795710664565193e-05
gemma3-12b,g24a_fever_13212,admit_post,-1,9.468981754318218
gemma3-12b,g24a_fever_13212,admit_pre,-1,0.0033259061530134886
gemma3-12b,g24a_fever_13212,base,-1,0.12285793777397694
gemma3-12b,g24a_fever_13212,exclude_post,-1,55.48129277149325
gemma3-12b,g24a_fever_13212,exclude_pre,-1,0.0009649960483687212
gemma3-12b,g24a_fever_132619,admit_post,1,99.99918178543071
gemma3-12b,g24a_fever_132619,admit_pre,1,98.94055977741729
gemma3-12b,g24a_fever_132619,base,1,88.90185818750089
gemma3-12b,g24a_fever_132619,exclude_post,1,88.85302326331484
gemma3-12b,g24a_fever_132619,exclude_pre,1,88.88831833685173
gemma3-12b,g24a_fever_133233,admit_post,1,99.99521081860637
gemma3-12b,g24a_fever_133233,admit_pre,1,99.99981648718295
gemma3-12b,g24a_fever_133233,base,1,89.01072639985053
gemma3-12b,g24a_fever_133233,exclude_post,1,55.47172175347962
gemma3-12b,g24a_fever_133233,exclude_pre,1,55.447505600180314
gemma3-12b,g24a_fever_133512,admit_post,-1,0.001068353745687833
gemma3-12b,g24a_fever_133512,admit_pre,-1,2.2286145002133842e-05
gemma3-12b,g24a_fever_133512,base,-1,0.0005796745585137544
gemma3-12b,g24a_fever_133512,exclude_post,-1,0.0032989992807551027
gemma3-12b,g24a_fever_133512,exclude_pre,-1,6.513883030372229e-06
gemma3-12b,g24a_fever_134344,admit_post,1,99.9998517450435
gemma3-12b,g24a_fever_134344,admit_pre,1,99.99974339860272
gemma3-12b,g24a_fever_134344,base,1,99.99985681081395
gemma3-12b,g24a_fever_134344,exclude_post,1,99.9873269999733
gemma3-12b,g24a_fever_134344,exclude_pre,1,85.91117694840247
gemma3-12b,g24a_fever_134908,admit_post,-1,99.9046696244547
gemma3-12b,g24a_fever_134908,admit_pre,-1,99.99388827354966
gemma3-12b,g24a_fever_134908,base,-1,0.00021554337171794934
gemma3-12b,g24a_fever_134908,exclude_post,-1,0.001925505365575624
gemma3-12b,g24a_fever_134908,exclude_pre,-1,0.0033958356202779365
gemma3-12b,g24a_fever_135572,admit_post,-1,5.665084094761706e-06
gemma3-12b,g24a_fever_135572,admit_pre,-1,6.457891600211099e-06
gemma3-12b,g24a_fever_135572,base,-1,0.0013756228955712948
gemma3-12b,g24a_fever_135572,exclude_post,-1,4.002817588073064e-06
gemma3-12b,g24a_fever_135572,exclude_pre,-1,6.500352442495665e-06
gemma3-12b,g24a_fever_136578,admit_post,-1,0.013064805187670999
gemma3-12b,g24a_fever_136578,admit_pre,-1,0.00039770599950414805
gemma3-12b,g24a_fever_136578,base,-1,11.076011296730375
gemma3-12b,g24a_fever_136578,exclude_post,-1,0.00012144317306341643
gemma3-12b,g24a_fever_136578,exclude_pre,-1,0.23815823309371562
gemma3-12b,g24a_fever_136853,admit_post,-1,3.0488434599347747e-06
gemma3-12b,g24a_fever_136853,admit_pre,-1,5.047848631023119e-06
gemma3-12b,g24a_fever_136853,base,-1,6.0395242661694355e-05
gemma3-12b,g24a_fever_136853,exclude_post,-1,0.00018925878076466357
gemma3-12b,g24a_fever_136853,exclude_pre,-1,9.987975382648777e-05
gemma3-12b,g24a_fever_137173,admit_post,-1,0.000271406500240887
gemma3-12b,g24a_fever_137173,admit_pre,-1,0.00021140631899602906
gemma3-12b,g24a_fever_137173,base,-1,88.47415113022456
gemma3-12b,g24a_fever_137173,exclude_post,-1,1.3264843510859414
gemma3-12b,g24a_fever_137173,exclude_pre,-1,0.011528248211078899
gemma3-12b,g24a_fever_137210,admit_post,-1,0.005427787135164112
gemma3-12b,g24a_fever_137210,admit_pre,-1,0.0001880959604531943
gemma3-12b,g24a_fever_137210,base,-1,10.584168768167073
gemma3-12b,g24a_fever_137210,exclude_post,-1,0.008991992350464202
gemma3-12b,g24a_fever_137210,exclude_pre,-1,0.0017801396371545514
gemma3-12b,g24a_fever_137706,admit_post,1,99.58521569239126
gemma3-12b,g24a_fever_137706,admit_pre,1,99.99892641577065
gemma3-12b,g24a_fever_137706,base,1,88.81557734941666
gemma3-12b,g24a_fever_137706,exclude_post,1,91.33694463970028
gemma3-12b,g24a_fever_137706,exclude_pre,1,89.20818731087088
gemma3-12b,g24a_fever_13829,admit_post,1,88.9102679046542
gemma3-12b,g24a_fever_13829,admit_pre,1,89.30361141360737
gemma3-12b,g24a_fever_13829,base,1,88.89258843035444
gemma3-12b,g24a_fever_13829,exclude_post,1,84.69268981775976
gemma3-12b,g24a_fever_13829,exclude_pre,1,81.97186105737939
gemma3-12b,g24a_fever_138865,admit_post,-1,0.006201090600505856
gemma3-12b,g24a_fever_138865,admit_pre,-1,0.007970086460129915
gemma3-12b,g24a_fever_138865,base,-1,10.268386242073591
gemma3-12b,g24a_fever_138865,exclude_post,-1,0.00045439999664937693
gemma3-12b,g24a_fever_138865,exclude_pre,-1,0.006995980893516815
gemma3-12b,g24a_fever_141159,admit_post,-1,6.076196008282022e-05
gemma3-12b,g24a_fever_141159,admit_pre,-1,0.00011396702145697773
gemma3-12b,g24a_fever_141159,base,-1,7.839837338030075e-05
gemma3-12b,g24a_fever_141159,exclude_post,-1,0.027098484753450017
gemma3-12b,g24a_fever_141159,exclude_pre,-1,0.00018891081057052125
gemma3-12b,g24a_fever_141268,admit_post,1,99.99954933887476
gemma3-12b,g24a_fever_141268,admit_pre,1,99.99385090380403
gemma3-12b,g24a_fever_141268,base,1,88.98415277293473
gemma3-12b,g24a_fever_141268,exclude_post,1,55.540484722962745
gemma3-12b,g24a_fever_141268,exclude_pre,1,55.59041588301321
gemma3-12b,g24a_fever_1423,admit_post,1,88.87037511250627
gemma3-12b,g24a_fever_1423,admit_pre,1,88.90545602486746
gemma3-12b,g24a_fever_1423,base,1,22.40910119476217
gemma3-12b,g24a_fever_1423,exclude_post,1,87.88596852600566
