model,p4_claim,cond,value
gemma3-12b,g24p2_038,irrelevant_cf,55.24868162956777
gemma3-12b,g24p2_038,irrelevant_visible,0.002451094979250911
gemma3-12b,g24p2_039,irrelevant_cf,55.53683569119849
gemma3-12b,g24p2_039,irrelevant_visible,0.2902997588745053
gemma3-12b,g24p2_040,irrelevant_cf,56.23300151516348
gemma3-12b,g24p2_040,irrelevant_visible,0.548068472681069
gemma3-12b,g24p2_041,irrelevant_cf,66.69176184091103
gemma3-12b,g24p2_041,irrelevant_visible,0.006615099835129183
gemma3-12b,g24p2_043,irrelevant_cf,55.53087179603933
gemma3-12b,g24p2_043,irrelevant_visible,17.831740675612014
gemma3-12b,g24p2_044,irrelevant_cf,55.57333435572515
gemma3-12b,g24p2_044,irrelevant_visible,82.6420480357855
gemma3-12b,g24p2_046,irrelevant_cf,22.249516444842268
gemma3-12b,g24p2_046,irrelevant_visible,2.8618851415579698e-05
gemma3-12b,g24p2_047,irrelevant_cf,55.5080094387552
gemma3-12b,g24p2_047,irrelevant_visible,1.6251576808842535e-05
gemma3-12b,g24p2_048,irrelevant_cf,55.53677460398162
gemma3-12b,g24p2_048,irrelevant_visible,1.530194350729766
gemma3-12b,g24p2_049,irrelevant_cf,55.519029031961836
gemma3-12b,g24p2_049,irrelevant_visible,0.002869718029576546
gemma3-12b,g24p2_051,irrelevant_cf,55.55034998264857
gemma3-12b,g24p2_051,irrelevant_visible,18.09635027100185
gemma3-12b,g24p2_053,irrelevant_cf,55.679745836476165
gemma3-12b,g24p2_053,irrelevant_visible,0.47789691782334337
gemma3-12b,g24p2_054,irrelevant_cf,55.53331769232685
gemma3-12b,g24p2_054,irrelevant_visible,55.07735894095257
gemma3-12b,g24p2_055,irrelevant_cf,55.57283654572873
gemma3-12b,g24p2_055,irrelevant_visible,52.91396795874792
gemma3-12b,g24p2_057,irrelevant_cf,55.53602359869382
gemma3-12b,g24p2_057,irrelevant_visible,0.022098123354413156
gemma3-12b,g24p2_058,irrelevant_cf,53.66644202812431
gemma3-12b,g24p2_058,irrelevant_visible,0.03999648120820883
gemma3-12b,g24p2_059,irrelevant_cf,54.41761293929322
gemma3-12b,g24p2_059,irrelevant_visible,1.0032160775638455
gemma3-12b,g24p2_060,irrelevant_cf,66.81966220585039
gemma3-12b,g24p2_060,irrelevant_visible,6.968818214129017e-05
gemma3-12b,g24p2_062,irrelevant_cf,77.13126608452212
gemma3-12b,g24p2_062,irrelevant_visible,10.146307563279363
gemma3-12b,g24p2_064,irrelevant_cf,74.21834144867309
gemma3-12b,g24p2_064,irrelevant_visible,45.42067810758427
gemma3-12b,g24p2_065,irrelevant_cf,55.467026820432
gemma3-12b,g24p2_065,irrelevant_visible,55.50464350876027
gemma3-12b,g24p2_066,irrelevant_cf,55.52633623623716
gemma3-12b,g24p2_066,irrelevant_visible,7.638741575549634e-06
gemma3-12b,g24p2_067,irrelevant_cf,55.5313767259462
gemma3-12b,g24p2_067,irrelevant_visible,0.17716080038464715
gemma3-12b,g24p2_068,irrelevant_cf,1.1941592564920978
gemma3-12b,g24p2_068,irrelevant_visible,1.7462376491599483e-05
gemma3-12b,g24p2_069,irrelevant_cf,76.44766232435705
gemma3-12b,g24p2_069,irrelevant_visible,55.078090943733585
gemma3-12b,g24p2_070,irrelevant_cf,77.83200063213857
gemma3-12b,g24p2_070,irrelevant_visible,0.3389607583021079
gemma3-12b,g24p2_071,irrelevant_cf,62.47130701194346
gemma3-12b,g24p2_071,irrelevant_visible,54.276358808757294
gemma3-12b,g24p2_072,irrelevant_cf,55.544352707861975
gemma3-12b,g24p2_072,irrelevant_visible,0.0025413754466439985
gemma3-12b,g24p2_073,irrelevant_cf,62.44374868276256
gemma3-12b,g24p2_073,irrelevant_visible,1.6342935699548669
gemma3-12b,g24p2_074,irrelevant_cf,55.541301811168104
gemma3-12b,g24p2_074,irrelevant_visible,0.0003662550712594797
gemma3-12b,g24p2_075,irrelevant_cf,64.19319828170768
gemma3-12b,g24p2_075,irrelevant_visible,1.6470678051291345
gemma3-12b,g24p2_076,irrelevant_cf,55.53041516161118
gemma3-12b,g24p2_076,irrelevant_visible,1.651190931677034
gemma3-12b,g24p2_077,irrelevant_cf,66.6101372254331
gemma3-12b,g24p2_077,irrelevant_visible,0.029609513487612753
gemma3-12b,g24p2_079,irrelevant_cf,55.74539237947344
gemma3-12b,g24p2_079,irrelevant_visible,55.18139344029438
gemma3-12b,g24p2_081,irrelevant_cf,55.583588622310494
gemma3-12b,g24p2_081,irrelevant_visible,50.25772486115299
gemma3-12b,g24p2_082,irrelevant_cf,63.098794827608344
gemma3-12b,g24p2_082,irrelevant_visible,0.005499395000280724
gemma3-12b,g24p2_083,irrelevant_cf,55.527816873670886
gemma3-12b,g24p2_083,irrelevant_visible,0.009807868298927682
gemma3-12b,g24p2_084,irrelevant_cf,72.66542558902417
gemma3-12b,g24p2_084,irrelevant_visible,0.22878474540819266
gemma3-12b,g24p2_085,irrelevant_cf,23.237441941312724
gemma3-12b,g24p2_085,irrelevant_visible,0.00014064194991976714
gemma3-12b,g24p2_087,irrelevant_cf,66.69717466310112
gemma3-12b,g24p2_087,irrelevant_visible,24.32890309960631
gemma3-12b,g24p2_088,irrelevant_cf,55.51995126320293
gemma3-12b,g24p2_088,irrelevant_visible,55.37815067848991
gemma3-12b,g24p2_089,irrelevant_cf,36.86473204596684
gemma3-12b,g24p2_089,irrelevant_visible,2.077515364105845
gemma3-12b,g24p2_091,irrelevant_cf,61.7720334064333
gemma3-12b,g24p2_091,irrelevant_visible,0.0845163949546948
gemma3-12b,g24p2_092,irrelevant_cf,21.522574576798178
gemma3-12b,g24p2_092,irrelevant_visible,31.248405903935563
gemma3-12b,g24p2_093,irrelevant_cf,77.47305293407825
gemma3-12b,g24p2_093,irrelevant_visible,0.8850732427343617
gemma3-12b,g24p2_094,irrelevant_cf,77.83323762957596
gemma3-12b,g24p2_094,irrelevant_visible,2.6552616981764277
gemma3-12b,g24p2_096,irrelevant_cf,55.5792761453877
gemma3-12b,g24p2_096,irrelevant_visible,0.29442349096474485
gemma3-12b,g24p2_098,irrelevant_cf,55.522141002951706
gemma3-12b,g24p2_098,irrelevant_visible,0.0739017733143986
gemma3-12b,g24p2_099,irrelevant_cf,2.9883054577423653
gemma3-12b,g24p2_099,irrelevant_visible,0.0022683689675141072
gemma3-12b,g24p2_101,irrelevant_cf,55.543217334395635
gemma3-12b,g24p2_101,irrelevant_visible,51.340524882515304
gemma3-12b,g24p2_102,irrelevant_cf,0.03129857166325581
gemma3-12b,g24p2_102,irrelevant_visible,7.099693221493284e-06
gemma3-12b,g24p2_103,irrelevant_cf,55.30965912355416
gemma3-12b,g24p2_103,irrelevant_visible,2.142500579457262e-05
gemma3-12b,g24p2_104,irrelevant_cf,55.54883086922538
gemma3-12b,g24p2_104,irrelevant_visible,0.009674733722763703
gemma3-12b,g24p2_105,irrelevant_cf,55.55490422477734
gemma3-12b,g24p2_105,irrelevant_visible,4.220439298168876
gemma3-12b,g24p2_107,irrelevant_cf,66.7013497002627
gemma3-12b,g24p2_107,irrelevant_visible,0.002786570170421685
gemma3-12b,g24p2_108,irrelevant_cf,55.54448008705423
gemma3-12b,g24p2_108,irrelevant_visible,0.6119728465210899
gemma3-12b,g24p2_110,irrelevant_cf,77.77213077172672
gemma3-12b,g24p2_110,irrelevant_visible,0.1386973681191631
gemma3-12b,g24p2_111,irrelevant_cf,55.393057663548774
gemma3-12b,g24p2_111,irrelevant_visible,0.007523107632571865
gemma3-12b,g24p2_112,irrelevant_cf,22.291785796429124
gemma3-12b,g24p2_112,irrelevant_visible,0.01469058611906587
gemma3-12b,g24p2_113,irrelevant_cf,77.77107414770904
gemma3-12b,g24p2_113,irrelevant_visible,0.06660261709039575
gemma3-12b,g24p2_114,irrelevant_cf,55.5335288334498
gemma3-12b,g24p2_114,irrelevant_visible,0.02861312279872893
gemma3-12b,g24p2_115,irrelevant_cf,35.020163953703204
gemma3-12b,g24p2_115,irrelevant_visible,1.0385538165342905e-05
gemma3-12b,g24p2_116,irrelevant_cf,88.86535977781637
gemma3-12b,g24p2_116,irrelevant_visible,51.33930573987738
gemma3-12b,g24p2_117,irrelevant_cf,55.55332506065926
gemma3-12b,g24p2_117,irrelevant_visible,0.6120471561132506
gemma3-12b,g24p2_120,irrelevant_cf,66.91844571075379
gemma3-12b,g24p2_120,irrelevant_visible,63.095468329332725
gemma3-12b,g24p2_121,irrelevant_cf,74.21378979443237
gemma3-12b,g24p2_121,irrelevant_visible,0.00010836703293682777
gemma3-12b,g24p2_122,irrelevant_cf,23.062894984526523
gemma3-12b,g24p2_122,irrelevant_visible,0.0046423694704492815
gemma3-12b,g24p2_123,irrelevant_cf,54.78018581506265
gemma3-12b,g24p2_123,irrelevant_visible,0.00040649428434754006
gemma3-12b,g24p2_125,irrelevant_cf,55.44225668256555
gemma3-12b,g24p2_125,irrelevant_visible,1.0701754336009382e-05
gemma3-12b,g24p2_126,irrelevant_cf,55.74663814730824
gemma3-12b,g24p2_126,irrelevant_visible,47.330423155049694
gemma3-12b,g24p2_128,irrelevant_cf,55.53513141822239
gemma3-12b,g24p2_128,irrelevant_visible,0.0011895529472002583
gemma3-12b,g24p2_129,irrelevant_cf,47.82888265284934
gemma3-12b,g24p2_129,irrelevant_visible,54.278558669388765
gemma3-12b,g24p2_130,irrelevant_cf,52.173903579625545
gemma3-12b,g24p2_130,irrelevant_visible,0.001059863376153286
gemma3-12b,g24p2_131,irrelevant_cf,54.59245267137098
gemma3-12b,g24p2_131,irrelevant_visible,0.03177870981275302
gemma3-12b,g24p2_132,irrelevant_cf,43.18634629102803
gemma3-12b,g24p2_132,irrelevant_visible,0.00020116371489944338
gemma3-12b,g24p2_133,irrelevant_cf,55.52656634304423
gemma3-12b,g24p2_133,irrelevant_visible,9.913150753576433e-06
gemma3-12b,g24p2_134,irrelevant_cf,88.88621736283842
gemma3-12b,g24p2_134,irrelevant_visible,0.17989589445507703
gemma3-12b,g24p2_135,irrelevant_cf,55.53887202070698
gemma3-12b,g24p2_135,irrelevant_visible,0.26068455480560676
gemma3-12b,g24p2_136,irrelevant_cf,54.84699993684234
gemma3-12b,g24p2_136,irrelevant_visible,0.003142444395590471
gemma3-12b,g24p2_137,irrelevant_cf,55.30197532181685
gemma3-12b,g24p2_137,irrelevant_visible,4.126763609283208e-06
gemma3-12b,g24p2_138,irrelevant_cf,61.11857318786978
gemma3-12b,g24p2_138,irrelevant_visible,17.83284434231588
gemma3-12b,g24p2_140,irrelevant_cf,55.44982059475109
gemma3-12b,g24p2_140,irrelevant_visible,0.06537170183096502
gemma3-12b,g24p2_141,irrelevant_cf,55.53725228944533
gemma3-12b,g24p2_141,irrelevant_visible,0.0034069279131374967
gemma3-12b,g24p2_142,irrelevant_cf,56.072624660699944
gemma3-12b,g24p2_142,irrelevant_visible,54.27874762862771
gemma3-12b,g24p2_143,irrelevant_cf,54.382389743136734
gemma3-12b,g24p2_143,irrelevant_visible,0.0006272490730466438
gemma3-12b,g24p2_144,irrelevant_cf,56.21155960039751
gemma3-12b,g24p2_144,irrelevant_visible,48.9291610935496
gemma3-12b,g24p2_145,irrelevant_cf,66.73812305135753
gemma3-12b,g24p2_145,irrelevant_visible,0.0014640176527245042
gemma3-12b,g24p2_146,irrelevant_cf,51.35302815988267
gemma3-12b,g24p2_146,irrelevant_visible,0.00031684836582118357
gemma3-12b,g24p2_147,irrelevant_cf,55.53019943032366
gemma3-12b,g24p2_147,irrelevant_visible,0.00022619334417600017
gemma3-12b,g24p2_148,irrelevant_cf,41.53861014288761
gemma3-12b,g24p2_148,irrelevant_visible,0.0003807657945924599
gemma3-12b,g24p2_149,irrelevant_cf,55.52628498512253
gemma3-12b,g24p2_149,irrelevant_visible,0.07408594734324732
gemma3-12b,g24p2_150,irrelevant_cf,54.19280324359626
gemma3-12b,g24p2_150,irrelevant_visible,0.006344143336355985
gemma3-12b,g24p2_153,irrelevant_cf,66.92142451094111
gemma3-12b,g24p2_153,irrelevant_visible,80.25124217234128
gemma3-12b,g24p2_154,irrelevant_cf,55.53503210291517
gemma3-12b,g24p2_154,irrelevant_visible,50.257565330178174
gemma3-12b,g24p2_156,irrelevant_cf,56.3963361546647
gemma3-12b,g24p2_156,irrelevant_visible,31.23547519807401
gemma3-12b,g24p2_158,irrelevant_cf,42.55208649836473
gemma3-12b,g24p2_158,irrelevant_visible,1.0296668347162776e-05
gemma3-12b,g24p2_159,irrelevant_cf,55.49611011363157
gemma3-12b,g24p2_159,irrelevant_visible,55.44270284787049
gemma3-12b,g24p2_160,irrelevant_cf,77.86831252668223
gemma3-12b,g24p2_160,irrelevant_visible,50.25838164859228
gemma3-12b,g24p2_161,irrelevant_cf,10.880675691717089
gemma3-12b,g24p2_161,irrelevant_visible,3.3427253049790204
gemma3-12b,g24p2_163,irrelevant_cf,55.46807835467299
gemma3-12b,g24p2_163,irrelevant_visible,5.301346912930663
gemma3-12b,g24p2_164,irrelevant_cf,87.56445152948334
gemma3-12b,g24p2_164,irrelevant_visible,40.620786533164534
gemma3-12b,g24p2_165,irrelevant_cf,50.90313005848038
gemma3-12b,g24p2_165,irrelevant_visible,0.01853902155921365
gemma3-12b,g24p2_167,irrelevant_cf,55.27834287578722
gemma3-12b,g24p2_167,irrelevant_visible,0.3293572430819427
gemma3-12b,g24p2_169,irrelevant_cf,55.52019128200537
gemma3-12b,g24p2_169,irrelevant_visible,0.10555358015330613
gemma3-12b,g24p2_170,irrelevant_cf,55.17275111913626
gemma3-12b,g24p2_170,irrelevant_visible,5.317983665973259
gemma3-12b,g24p2_171,irrelevant_cf,55.340690332737296
gemma3-12b,g24p2_171,irrelevant_visible,0.0031787178521541556
gemma3-12b,g24p2_172,irrelevant_cf,55.51995891765187
gemma3-12b,g24p2_172,irrelevant_visible,55.07894958839356
gemma3-12b,g24p2_174,irrelevant_cf,55.5507858416287
gemma3-12b,g24p2_174,irrelevant_visible,28.0787835165376
gemma3-12b,g24p2_175,irrelevant_cf,89.01096103264767
gemma3-12b,g24p2_175,irrelevant_visible,0.05421274418273927
gemma3-12b,g24p2_176,irrelevant_cf,55.53187869783787
gemma3-12b,g24p2_176,irrelevant_visible,55.379003898261345
gemma3-12b,g24p2_177,irrelevant_cf,77.82571828378646
gemma3-12b,g24p2_177,irrelevant_visible,53.47113556890824
gemma3-12b,g24p2_178,irrelevant_cf,53.005597869091886
gemma3-12b,g24p2_178,irrelevant_visible,0.003264036331617806
gemma3-12b,g24p2_179,irrelevant_cf,55.54190244191794
gemma3-12b,g24p2_179,irrelevant_visible,0.08349438852946549
gemma3-12b,g24p2_180,irrelevant_cf,55.531642925892555
gemma3-12b,g24p2_180,irrelevant_visible,0.14030971281535387
gemma3-12b,g24p2_181,irrelevant_cf,0.1998902715523987
gemma3-12b,g24p2_181,irrelevant_visible,0.0002717820148271703
gemma3-12b,g24p2_184,irrelevant_cf,0.414751509263013
gemma3-12b,g24p2_184,irrelevant_visible,0.04525072190618912
gemma3-12b,g24p2_185,irrelevant_cf,55.54016831197138
gemma3-12b,g24p2_185,irrelevant_visible,0.5547901919255582
gemma3-12b,g24p2_186,irrelevant_cf,48.16540892445792
gemma3-12b,g24p2_186,irrelevant_visible,0.0017816586180332457
gemma3-12b,g24p2_187,irrelevant_cf,55.38888372129625
gemma3-12b,g24p2_187,irrelevant_visible,0.019272537736625798
gemma3-12b,g24p2_189,irrelevant_cf,81.97267957790245
gemma3-12b,g24p2_189,irrelevant_visible,55.49120800172935
gemma3-12b,g24p2_190,irrelevant_cf,55.533357327526026
gemma3-12b,g24p2_190,irrelevant_visible,0.0744476670194937
gemma3-12b,g24p2_191,irrelevant_cf,55.515697072312705
gemma3-12b,g24p2_191,irrelevant_visible,10.13529261885248
gemma3-12b,g24p2_192,irrelevant_cf,55.48918549541681
gemma3-12b,g24p2_192,irrelevant_visible,0.000256281758525526
gemma3-12b,g24p2_193,irrelevant_cf,66.67240611175616
gemma3-12b,g24p2_193,irrelevant_visible,0.04639722856285025
gemma3-12b,g24p2_194,irrelevant_cf,31.26883930687781
gemma3-12b,g24p2_194,irrelevant_visible,0.00021024675345195063
gemma3-12b,g24p2_196,irrelevant_cf,55.486385065303125
gemma3-12b,g24p2_196,irrelevant_visible,6.954035973473643e-05
gemma3-12b,g24p2_198,irrelevant_cf,56.39014501786857
gemma3-12b,g24p2_198,irrelevant_visible,2.6360180613437745
gemma3-12b,g24p2_200,irrelevant_cf,50.51444672740147
gemma3-12b,g24p2_200,irrelevant_visible,0.008417409325650282
gemma3-12b,g24p2_201,irrelevant_cf,22.235330859161635
gemma3-12b,g24p2_201,irrelevant_visible,8.191358823982688e-06
gemma3-12b,g24p2_202,irrelevant_cf,0.03525455608964469
gemma3-12b,g24p2_202,irrelevant_visible,1.709632675478315e-05
gemma3-12b,g24p2_203,irrelevant_cf,52.76472947933958
gemma3-12b,g24p2_203,irrelevant_visible,0.0010036870125405906
gemma3-12b,g24p2_204,irrelevant_cf,63.09690452254017
gemma3-12b,g24p2_204,irrelevant_visible,0.039692952913517515
gemma3-12b,g24p2_207,irrelevant_cf,22.222708963637235
gemma3-12b,g24p2_207,irrelevant_visible,52.91969916760871
gemma3-12b,g24p2_208,irrelevant_cf,55.56511151556304
gemma3-12b,g24p2_208,irrelevant_visible,12.436031584484088
gemma3-12b,g24p2_211,irrelevant_cf,53.299019374168054
gemma3-12b,g24p2_211,irrelevant_visible,4.550456866119648e-06
gemma3-12b,g24p2_213,irrelevant_cf,49.93623498982834
gemma3-12b,g24p2_213,irrelevant_visible,0.15584024757655413
gemma3-12b,g24p2_214,irrelevant_cf,55.32481258719424
gemma3-12b,g24p2_214,irrelevant_visible,4.089628182516719e-06
gemma3-12b,g24p2_215,irrelevant_cf,55.547401100614394
gemma3-12b,g24p2_215,irrelevant_visible,0.0003636688513937315
gemma3-12b,g24p2_216,irrelevant_cf,55.58583735244011
gemma3-12b,g24p2_216,irrelevant_visible,0.011832418203647598
gemma3-12b,g24p2_217,irrelevant_cf,88.91634026285871
gemma3-12b,g24p2_217,irrelevant_visible,1.0020594796540432
gemma3-12b,g24p2_218,irrelevant_cf,55.505265114339664
gemma3-12b,g24p2_218,irrelevant_visible,0.022257458543945795
gemma3-12b,g24p2_219,irrelevant_cf,55.48265590426638
gemma3-12b,g24p2_219,irrelevant_visible,54.27760447381607
gemma3-12b,g24p2_220,irrelevant_cf,65.85167251288915
gemma3-12b,g24p2_220,irrelevant_visible,12.377336809321553
gemma3-12b,g24p2_223,irrelevant_cf,11.03698442655054
gemma3-12b,g24p2_223,irrelevant_visible,9.457075079907174e-06
gemma3-12b,g24p2_224,irrelevant_cf,77.70539703702785
gemma3-12b,g24p2_224,irrelevant_visible,48.93093498731554
gemma3-12b,g24p2_225,irrelevant_cf,55.44852550504775
gemma3-12b,g24p2_225,irrelevant_visible,3.3442489975720684
gemma3-12b,g24p2_227,irrelevant_cf,55.54496626279301
gemma3-12b,g24p2_227,irrelevant_visible,51.51937614369158
gemma3-12b,g24p2_228,irrelevant_cf,55.47502349181982
gemma3-12b,g24p2_228,irrelevant_visible,1.5713194642221382e-06
gemma3-12b,g24p2_230,irrelevant_cf,54.62019524908582
gemma3-12b,g24p2_230,irrelevant_visible,0.028593271413890002
gemma3-12b,g24p2_231,irrelevant_cf,66.2717866606102
gemma3-12b,g24p2_231,irrelevant_visible,1.28358518607783
gemma3-12b,g24p2_232,irrelevant_cf,55.526760208754816
gemma3-12b,g24p2_232,irrelevant_visible,34.59281103206127
gemma3-12b,g24p2_233,irrelevant_cf,55.35937138672494
gemma3-12b,g24p2_233,irrelevant_visible,4.6560481738854254e-05
gemma3-12b,g24p2_234,irrelevant_cf,55.536101003866094
gemma3-12b,g24p2_234,irrelevant_visible,0.008545755296377543
gemma3-12b,g24p2_235,irrelevant_cf,55.54479716351661
gemma3-12b,g24p2_235,irrelevant_visible,0.042607619885396346
gemma3-12b,g24p2_237,irrelevant_cf,55.5395991020168
gemma3-12b,g24p2_237,irrelevant_visible,14.948259798626042
gemma3-12b,g24p2_238,irrelevant_cf,55.490343240852695
gemma3-12b,g24p2_238,irrelevant_visible,0.00024425104111757247
gemma3-12b,g24p2_239,irrelevant_cf,55.5331991266414
gemma3-12b,g24p2_239,irrelevant_visible,0.3719708208474397
gemma3-12b,g24p2_240,irrelevant_cf,49.249191461485566
gemma3-12b,g24p2_240,irrelevant_visible,0.0014948382179606832
gemma3-12b,g24p2_242,irrelevant_cf,55.490443720714055
gemma3-12b,g24p2_242,irrelevant_visible,0.10903723618073066
gemma3-12b,g24p2_245,irrelevant_cf,55.53013186199283
gemma3-12b,g24p2_245,irrelevant_visible,0.24329133946890721
gemma3-12b,g24p2_246,irrelevant_cf,55.53406912809278
gemma3-12b,g24p2_246,irrelevant_visible,0.7827159546959152
gemma3-12b,g24p2_247,irrelevant_cf,55.8097873334622
gemma3-12b,g24p2_247,irrelevant_visible,0.6208054455156261
gemma3-12b,g24p2_248,irrelevant_cf,55.51883961848581
gemma3-12b,g24p2_248,irrelevant_visible,0.005048219568549961
gemma3-12b,g24p2_250,irrelevant_cf,55.54310649905211
gemma3-12b,g24p2_250,irrelevant_visible,2.6639321129307216
gemma3-12b,g24p2_252,irrelevant_cf,55.497344485684884
gemma3-12b,g24p2_252,irrelevant_visible,0.12207186405799357
gemma3-12b,g24p2_254,irrelevant_cf,52.22873833046242
gemma3-12b,g24p2_254,irrelevant_visible,0.0007394734227106937
gemma3-12b,g24p2_255,irrelevant_cf,55.51940814685478
gemma3-12b,g24p2_255,irrelevant_visible,0.0021201962722009068
gemma3-12b,g24p2_258,irrelevant_cf,55.53199595944329
gemma3-12b,g24p2_258,irrelevant_visible,0.0007726716308270115
gemma3-12b,g24p2_259,irrelevant_cf,55.459647200315004
gemma3-12b,g24p2_259,irrelevant_visible,9.365898303983603e-05
gemma3-12b,g24p2_260,irrelevant_cf,16.48444506793944
gemma3-12b,g24p2_260,irrelevant_visible,2.457252073949542e-05
gemma3-12b,g24p2_261,irrelevant_cf,55.62780876382069
gemma3-12b,g24p2_261,irrelevant_visible,48.93219889970517
llama31-8b,g24p2_000,irrelevant_cf,88.88288387257217
llama31-8b,g24p2_000,irrelevant_visible,48.48269364238519
llama31-8b,g24p2_001,irrelevant_cf,55.55398703756796
llama31-8b,g24p2_001,irrelevant_visible,25.613174300321283
llama31-8b,g24p2_002,irrelevant_cf,63.93591765661568
llama31-8b,g24p2_002,irrelevant_visible,21.08348248411029
llama31-8b,g24p2_003,irrelevant_cf,85.88792981969802
llama31-8b,g24p2_003,irrelevant_visible,90.4039568416422
llama31-8b,g24p2_004,irrelevant_cf,88.88465077346572
llama31-8b,g24p2_004,irrelevant_visible,6.046036793264116
llama31-8b,g24p2_005,irrelevant_cf,0.05568968350040534
llama31-8b,g24p2_005,irrelevant_visible,0.9724562829623784
llama31-8b,g24p2_006,irrelevant_cf,13.625759565594073
llama31-8b,g24p2_006,irrelevant_visible,5.597619702518401
llama31-8b,g24p2_010,irrelevant_cf,25.46045123827887
llama31-8b,g24p2_010,irrelevant_visible,13.100410805399294
llama31-8b,g24p2_011,irrelevant_cf,51.27394342668001
llama31-8b,g24p2_011,irrelevant_visible,5.536573454881057
llama31-8b,g24p2_012,irrelevant_cf,0.5967678464105443
llama31-8b,g24p2_012,irrelevant_visible,21.46012525783002
llama31-8b,g24p2_014,irrelevant_cf,88.6821722902236
llama31-8b,g24p2_014,irrelevant_visible,38.008297264867934
llama31-8b,g24p2_015,irrelevant_cf,66.66972019653464
llama31-8b,g24p2_015,irrelevant_visible,57.53209665282303
llama31-8b,g24p2_016,irrelevant_cf,53.21202360022452
llama31-8b,g24p2_016,irrelevant_visible,66.21987054829418
llama31-8b,g24p2_017,irrelevant_cf,0.5585318684367193
llama31-8b,g24p2_017,irrelevant_visible,96.66609129707973
llama31-8b,g24p2_018,irrelevant_cf,55.55270022174607
llama31-8b,g24p2_018,irrelevant_visible,5.87692661275079
